sibid,childid,round,theta_eap,ppvt_score,yc,country,group,language
16,ET040081,3,-1.219799995,-0.125820711,1,1,4,1
16,ET040081,4,0.602998972,2.803619385,1,1,5,1
16,ET040081,5,1.153290033,3.687998056,1,1,6,1
15,ET040083,3,0.413518995,2.499104023,1,1,4,1
15,ET040083,4,0.606096983,2.80859828,1,1,5,1
15,ET040083,5,0.617816985,2.827433586,1,1,6,1
5,ET040084,3,-2.2323699,-1.75313282,1,1,4,1
5,ET040084,4,-0.509787023,1.015248895,1,1,5,1
5,ET040084,5,-0.039560199,1.770955563,1,1,6,1
15,ET040085,3,0.00271231,1.838892102,1,1,4,1
15,ET040085,4,1.039649963,3.505365849,1,1,5,1
15,ET040085,5,1.289780021,3.907352686,1,1,6,1
6,ET040087,3,0.128464997,2.040990591,1,1,4,1
6,ET040087,4,1.015020013,3.465782881,1,1,5,1
6,ET040087,5,1.180029988,3.73097229,1,1,6,1
15,ET040088,3,0.355989993,2.406648636,1,1,4,1
15,ET040089,3,0.167285994,2.103380203,1,1,4,1
15,ET040089,4,1.574890018,4.36555624,1,1,5,1
15,ET040089,5,1.258409977,3.856937408,1,1,6,1
4,ET040090,3,-0.244586006,1.441456318,1,1,4,1
15,ET040091,3,0.047850002,1.911433458,1,1,4,1
15,ET040091,4,-0.208728999,1.499082446,1,1,5,1
15,ET040091,5,0.187452003,2.135789394,1,1,6,1
4,ET040092,3,-0.940114975,0.323664129,1,1,4,1
4,ET040092,4,0.017801899,1.863142729,1,1,5,1
15,ET040097,3,-0.359097987,1.257422805,1,1,4,1
15,ET040097,4,0.61974901,2.830538511,1,1,5,1
15,ET040097,5,1.043990016,3.512340784,1,1,6,1
10,ET040098,3,1.223739982,3.801218987,1,1,4,1
3,ET050001,3,0.211583003,2.17457056,1,1,4,1
3,ET050002,3,-2.075530052,-1.501073837,1,1,4,1
3,ET050002,4,-1.702739954,-0.901958764,1,1,5,1
3,ET050002,5,-0.063471101,1.73252809,1,1,6,1
4,ET050003,3,-0.144704998,1.601976156,1,1,4,1
4,ET050004,3,-1.752410054,-0.981784105,1,1,4,1
4,ET050004,4,-1.151239991,-0.015637174,1,1,5,1
4,ET050004,5,-0.522346973,0.995063663,1,1,6,1
16,ET050006,3,-0.098237,1.676655412,1,1,4,1
16,ET050006,4,-0.437153995,1.131978154,1,1,5,1
16,ET050006,5,0.628342986,2.8443501,1,1,6,1
4,ET050007,3,-0.731612027,0.658751488,1,1,4,1
4,ET050007,4,-0.0843511,1.698971629,1,1,5,1
4,ET050007,5,0.467337996,2.585597038,1,1,6,1
5,ET050008,3,-0.0143253,1.811510801,1,1,4,1
6,ET050009,3,-1.965170026,-1.323712945,1,1,4,1
6,ET050009,4,-0.680033982,0.741643131,1,1,5,1
6,ET050009,5,-0.604043007,0.863769054,1,1,6,1
16,ET050010,3,-1.632640004,-0.789300382,1,1,4,1
16,ET050010,4,-1.386790037,-0.394192219,1,1,5,1
16,ET050010,5,0.707606971,2.971735954,1,1,6,1
15,ET050011,3,0.041542899,1.901297212,1,1,4,1
15,ET050011,4,0.0136904,1.856535196,1,1,5,1
15,ET050011,5,1.077929974,3.566886187,1,1,6,1
15,ET050012,3,-0.326375991,1.310010791,1,1,4,1
15,ET050012,4,0.039229501,1.897579312,1,1,5,1
15,ET050012,5,0.03074,1.88393569,1,1,6,1
5,ET050016,3,-0.157828003,1.580886006,1,1,4,1
16,ET050017,3,-1.877810001,-1.183315754,1,1,4,1
16,ET050017,4,0.415219992,2.50183773,1,1,5,1
16,ET050017,5,1.002009988,3.444874287,1,1,6,1
16,ET050019,3,-1.146100044,-0.00737671,1,1,4,1
16,ET050019,4,-0.640491009,0.805193067,1,1,5,1
16,ET050019,5,0.729282022,3.006570339,1,1,6,1
16,ET050020,3,-2.344619989,-1.933531165,1,1,4,1
16,ET050020,4,-1.311540008,-0.273257077,1,1,5,1
16,ET050020,5,-0.817718029,0.520369589,1,1,6,1
4,ET050021,3,-2.088229895,-1.521483898,1,1,4,1
4,ET050021,4,-1.53994,-0.640321195,1,1,5,1
4,ET050021,5,-1.097409964,0.070873648,1,1,6,1
16,ET050022,3,-1.762709975,-0.998337269,1,1,4,1
16,ET050022,4,-0.218932003,1.482685089,1,1,5,1
16,ET050022,5,0.336441994,2.375232697,1,1,6,1
5,ET050023,3,-1.358899951,-0.349369764,1,1,4,1
5,ET050023,4,0.524138987,2.676882505,1,1,5,1
5,ET050023,5,0.515872002,2.66359663,1,1,6,1
7,ET050024,3,-2.300400019,-1.862464786,1,1,4,1
7,ET050024,4,-1.336269975,-0.313000888,1,1,5,1
7,ET050024,5,-0.448208988,1.114211559,1,1,6,1
2,ET050025,3,0.438912004,2.539913416,1,1,4,1
16,ET050026,3,-2.913729906,-2.84815383,1,1,4,1
16,ET050026,4,-0.690560997,0.724725068,1,1,5,1
16,ET050026,5,-0.839357018,0.485593349,1,1,6,1
6,ET050027,3,-1.958170056,-1.312463284,1,1,4,1
6,ET050027,4,-1.772690058,-1.014376402,1,1,5,1
6,ET050027,5,-1.428840041,-0.46177125,1,1,6,1
6,ET050028,3,-0.712391973,0.689640284,1,1,4,1
15,ET050030,3,0.411835998,2.496399164,1,1,4,1
15,ET050030,4,0.545448005,2.711128473,1,1,5,1
15,ET050030,5,0.618683994,2.828826904,1,1,6,1
5,ET050031,3,-1.290400028,-0.239282787,1,1,4,1
5,ET050031,4,-2.165339947,-1.645408273,1,1,5,1
5,ET050031,5,-1.456089973,-0.505564928,1,1,6,1
3,ET050032,3,-1.861739993,-1.157489419,1,1,4,1
3,ET050032,4,-0.311729997,1.333548427,1,1,5,1
3,ET050032,5,-0.279165,1.385884047,1,1,6,1
16,ET050034,3,-1.931609988,-1.269778252,1,1,4,1
16,ET050034,4,-0.569410026,0.91942811,1,1,5,1
16,ET050034,5,0.021965999,1.8698349,1,1,6,1
16,ET050035,3,-1.496610045,-0.570685148,1,1,4,1
16,ET050035,4,-0.301943988,1.349275708,1,1,5,1
16,ET050035,5,0.474729002,2.59747529,1,1,6,1
4,ET050036,3,-0.30054599,1.351522446,1,1,4,1
4,ET050036,4,-0.0381262,1.773260117,1,1,5,1
4,ET050036,5,0.572779,2.755052567,1,1,6,1
3,ET050037,3,-1.160240054,-0.030101273,1,1,4,1
3,ET050038,3,-1.124899983,0.026694138,1,1,4,1
3,ET050038,4,-1.299780011,-0.254357457,1,1,5,1
3,ET050038,5,-0.538348019,0.969348192,1,1,6,1
15,ET050039,3,-0.833172977,0.495531797,1,1,4,1
15,ET050039,4,-0.495494008,1.038219333,1,1,5,1
15,ET050039,5,-0.418758988,1.161540985,1,1,6,1
6,ET050040,3,-2.278850079,-1.827831626,1,1,4,1
6,ET050040,4,-0.987164021,0.248051107,1,1,5,1
6,ET050040,5,-0.769329011,0.598136127,1,1,6,1
5,ET050042,3,-2.172529936,-1.656963348,1,1,4,1
5,ET050042,4,-1.374780059,-0.374890864,1,1,5,1
5,ET050042,5,-1.106609941,0.056088265,1,1,6,1
6,ET050045,3,0.403115004,2.482383728,1,1,4,1
15,ET050046,3,-0.903020978,0.38327831,1,1,4,1
15,ET050046,4,0.964341998,3.384337664,1,1,5,1
15,ET050046,5,0.929920971,3.329019308,1,1,6,1
15,ET050047,3,0.482019007,2.609191179,1,1,4,1
15,ET050047,4,0.202691004,2.160279989,1,1,5,1
15,ET050047,5,0.211136997,2.173853636,1,1,6,1
5,ET050048,3,-1.365970016,-0.360732138,1,1,4,1
5,ET050048,4,-0.676954985,0.746591449,1,1,5,1
5,ET050048,5,-0.596535981,0.87583369,1,1,6,1
15,ET050049,3,1.518769979,4.275364876,1,1,4,1
15,ET050049,4,0.557215989,2.730041027,1,1,5,1
15,ET050049,5,-0.162651002,1.573134899,1,1,6,1
6,ET050051,3,-1.918419957,-1.248580456,1,1,4,1
6,ET050051,4,-1.89763999,-1.215184689,1,1,5,1
6,ET050051,5,-0.945228994,0.315445334,1,1,6,1
16,ET050053,3,-2.073400021,-1.497650623,1,1,4,1
16,ET050053,4,-1.138360023,0.005062362,1,1,5,1
16,ET050053,5,-0.234044001,1.458398461,1,1,6,1
17,ET050056,3,-1.934559941,-1.274519205,1,1,4,1
17,ET050056,4,-0.351628006,1.269427896,1,1,5,1
17,ET050056,5,0.222002998,2.191316605,1,1,6,1
6,ET050057,3,-2.230139971,-1.749549031,1,1,4,1
6,ET050057,4,-1.115769982,0.041367061,1,1,5,1
6,ET050057,5,0.826363981,3.162591696,1,1,6,1
3,ET050058,3,-0.104929,1.665900588,1,1,4,1
3,ET050058,4,0.478381008,2.60334444,1,1,5,1
3,ET050058,5,0.330390006,2.365506411,1,1,6,1
4,ET050059,3,0.294968009,2.308579445,1,1,4,1
5,ET050061,3,-0.057280298,1.742477417,1,1,4,1
16,ET050062,3,-2.339479923,-1.925270557,1,1,4,1
16,ET050062,4,-0.681515992,0.739261389,1,1,5,1
16,ET050062,5,0.348960996,2.395352125,1,1,6,1
6,ET050064,3,-1.364799976,-0.358851761,1,1,4,1
6,ET050064,4,0.125310004,2.035920143,1,1,5,1
6,ET050064,5,0.664852977,2.903025627,1,1,6,1
16,ET050067,3,-0.604758024,0.862619936,1,1,4,1
16,ET050068,3,-1.636100054,-0.794861078,1,1,4,1
16,ET050068,4,-0.959692001,0.292201698,1,1,5,1
16,ET050068,5,0.623260975,2.836182594,1,1,6,1
2,ET050072,3,0.095919497,1.988686442,1,1,4,1
5,ET050073,3,0.0707113,1.948174,1,1,4,1
5,ET050074,3,-1.441140056,-0.481538713,1,1,4,1
5,ET050074,4,-0.668671012,0.759904683,1,1,5,1
5,ET050074,5,-0.113614,1.651942849,1,1,6,1
2,ET050075,3,-2.254050016,-1.787975192,1,1,4,1
2,ET050075,4,-0.566718996,0.923752904,1,1,5,1
2,ET050075,5,-0.469150007,1.080557108,1,1,6,1
4,ET050076,3,-1.546790004,-0.651329935,1,1,4,1
4,ET050076,4,-0.0388202,1.772144794,1,1,5,1
4,ET050076,5,0.46913299,2.588481903,1,1,6,1
15,ET050077,3,-1.123630047,0.028735068,1,1,4,1
15,ET050077,4,0.605958998,2.808376551,1,1,5,1
15,ET050077,5,0.699900985,2.95935154,1,1,6,1
15,ET050078,3,-0.252673,1.428459644,1,1,4,1
15,ET050078,4,-0.685564995,0.732754171,1,1,5,1
15,ET050078,5,0.279900014,2.284363508,1,1,6,1
6,ET050079,3,-0.391308993,1.205656171,1,1,4,1
4,ET050081,3,-1.893000007,-1.20772779,1,1,4,1
4,ET050081,4,-0.217875004,1.484383821,1,1,5,1
4,ET050081,5,-0.401980996,1.188505173,1,1,6,1
5,ET050082,3,-2.18949008,-1.684220195,1,1,4,1
5,ET050082,4,-1.350540042,-0.33593446,1,1,5,1
5,ET050082,5,0.030505201,1.883558393,1,1,6,1
4,ET050084,3,-1.300259948,-0.255128771,1,1,4,1
4,ET050084,4,-1.10781002,0.054159604,1,1,5,1
4,ET050084,5,-0.467790991,1.082741141,1,1,6,1
6,ET050085,3,0.238501996,2.217832327,1,1,4,1
4,ET050086,3,-1.834010005,-1.112924337,1,1,4,1
4,ET050086,4,-0.621975005,0.834950328,1,1,5,1
4,ET050086,5,-0.508242011,1.017731905,1,1,6,1
4,ET050087,3,-2.647249937,-2.419891119,1,1,4,1
4,ET050087,4,-0.557434022,0.938674867,1,1,5,1
4,ET050087,5,-0.642168999,0.802496374,1,1,6,1
2,ET050088,3,-0.380721003,1.222672224,1,1,4,1
2,ET050088,4,0.116131,2.02116847,1,1,5,1
2,ET050088,5,0.781225979,3.090049982,1,1,6,1
16,ET050090,3,-2.950599909,-2.907407999,1,1,4,1
16,ET050090,4,-1.027780056,0.18277663,1,1,5,1
16,ET050090,5,-0.176921993,1.550199866,1,1,6,1
5,ET050091,3,0.123990998,2.033800364,1,1,4,1
5,ET050091,4,-1.684100032,-0.872002363,1,1,5,1
5,ET050091,5,-0.930204988,0.339590579,1,1,6,1
16,ET050092,3,-1.814700007,-1.081890941,1,1,4,1
16,ET050092,4,-1.577419996,-0.700555682,1,1,5,1
16,ET050092,5,-0.152919993,1.588773727,1,1,6,1
15,ET050093,3,-0.806447983,0.538481832,1,1,4,1
15,ET050093,4,-1.515429974,-0.60093087,1,1,5,1
15,ET050093,5,-0.871179998,0.434450299,1,1,6,1
4,ET050094,3,-0.323798001,1.31415391,1,1,4,1
4,ET050094,4,-0.147003993,1.598281384,1,1,5,1
6,ET050095,3,-2.772779942,-2.621631622,1,1,4,1
6,ET050095,4,-0.925454974,0.347224385,1,1,5,1
6,ET050095,5,-0.794781983,0.557230353,1,1,6,1
3,ET050096,3,-2.048990011,-1.458420992,1,1,4,1
3,ET050096,4,-1.911820054,-1.23797369,1,1,5,1
5,ET050097,3,-0.00847497,1.820912957,1,1,4,1
16,ET050098,3,-2.046099901,-1.45377624,1,1,4,1
16,ET050098,4,-0.091838203,1.686939001,1,1,5,1
16,ET050098,5,-0.78787601,0.568329036,1,1,6,1
6,ET050099,3,-2.210769892,-1.718419194,1,1,4,1
6,ET050099,4,-1.496399999,-0.570347607,1,1,5,1
6,ET050099,5,-1.62214005,-0.772425771,1,1,6,1
16,ET050100,3,-1.924510002,-1.258367777,1,1,4,1
16,ET050100,4,-0.0398307,1.770520806,1,1,5,1
16,ET050100,5,-0.471832007,1.076246738,1,1,6,1
16,ET060002,3,-2.443180084,-2.091928244,1,1,4,1
16,ET060002,4,-1.570379972,-0.689241588,1,1,5,1
16,ET060002,5,-1.187019944,-0.073139526,1,1,6,1
15,ET060003,3,0.0123192,1.854331493,1,1,4,1
15,ET060003,4,-0.66535598,0.765232325,1,1,5,1
15,ET060004,3,-1.265059948,-0.198558465,1,1,4,1
15,ET060004,4,-0.575407982,0.909788728,1,1,5,1
15,ET060004,5,-0.361858994,1.252985597,1,1,6,1
3,ET060005,3,-2.233360052,-1.754724145,1,1,4,1
3,ET060005,4,-2.271110058,-1.815392494,1,1,5,1
3,ET060005,5,-1.485849977,-0.553392529,1,1,6,1
16,ET060006,3,-1.68908,-0.880005717,1,1,4,1
16,ET060006,4,-1.64981997,-0.816910505,1,1,5,1
16,ET060007,3,-0.864032984,0.445936322,1,1,4,1
16,ET060007,4,-1.37627995,-0.377301335,1,1,5,1
16,ET060007,5,-0.954068005,0.301240057,1,1,6,1
4,ET060008,3,-1.676890016,-0.860415041,1,1,4,1
4,ET060008,4,-1.260910034,-0.191889092,1,1,5,1
4,ET060008,5,-0.135958001,1.616033554,1,1,6,1
5,ET060009,3,-1.158210039,-0.026838815,1,1,4,1
5,ET060009,4,-0.892881989,0.39957279,1,1,5,1
5,ET060009,5,-0.492873013,1.042431593,1,1,6,1
17,ET060010,3,-2.334399939,-1.91710639,1,1,4,1
17,ET060010,4,-0.667500019,0.76178658,1,1,5,1
17,ET060010,5,-0.526930988,0.987696648,1,1,6,1
16,ET060011,3,-2.655240059,-2.432732105,1,1,4,1
16,ET060011,4,-0.619098008,0.839573979,1,1,5,1
16,ET060011,5,-0.672035992,0.754496813,1,1,6,1
15,ET060012,3,-0.278963,1.386208653,1,1,4,1
15,ET060012,4,-0.363095999,1.250997663,1,1,5,1
15,ET060012,5,-0.132062003,1.622294903,1,1,6,1
3,ET060014,3,-1.653059959,-0.822117507,1,1,4,1
3,ET060014,4,-1.085919976,0.089339331,1,1,5,1
3,ET060014,5,-0.036377002,1.77607131,1,1,6,1
16,ET060016,3,-1.850149989,-1.138863087,1,1,4,1
16,ET060016,4,-1.001510024,0.224995479,1,1,5,1
16,ET060016,5,-0.092296101,1.686203122,1,1,6,1
15,ET060018,3,-1.17888999,-0.060073789,1,1,4,1
15,ET060018,4,-0.110625997,1.656744957,1,1,5,1
15,ET060018,5,0.232067004,2.207490444,1,1,6,1
3,ET060019,3,-2.176860094,-1.663922429,1,1,4,1
3,ET060019,4,-1.264160037,-0.197112203,1,1,5,1
3,ET060019,5,-1.464630008,-0.519289672,1,1,6,1
17,ET060020,3,-2.047840118,-1.456573009,1,1,4,1
17,ET060020,4,-1.758880019,-0.992182076,1,1,5,1
17,ET060020,5,-1.533439994,-0.629874945,1,1,6,1
3,ET060021,3,-2.232039928,-1.752602577,1,1,4,1
3,ET060021,4,-1.819479942,-1.089572906,1,1,5,1
3,ET060021,5,-0.741041005,0.64359808,1,1,6,1
5,ET060022,3,-2.765130043,-2.60933733,1,1,4,1
6,ET060023,3,-2.210900068,-1.718628407,1,1,4,1
6,ET060023,4,-2.315649986,-1.886973143,1,1,5,1
6,ET060023,5,-0.129272997,1.626777053,1,1,6,1
5,ET060024,3,-0.322109997,1.316866636,1,1,4,1
5,ET060024,4,-1.447819948,-0.492274046,1,1,5,1
5,ET060024,5,0.0275979,1.878885984,1,1,6,1
15,ET060025,3,-1.549900055,-0.656328082,1,1,4,1
15,ET060025,4,-0.499756008,1.031369805,1,1,5,1
15,ET060025,5,0.233324006,2.209510803,1,1,6,1
16,ET060026,3,-1.327839971,-0.299452931,1,1,4,1
16,ET060026,4,-1.64677,-0.812008858,1,1,5,1
16,ET060026,5,-1.106780052,0.055814877,1,1,6,1
17,ET060027,3,-0.619338989,0.839186728,1,1,4,1
17,ET060027,4,-0.129971996,1.625653744,1,1,5,1
17,ET060027,5,0.325782001,2.358100891,1,1,6,1
5,ET060028,3,-0.125035003,1.633588076,1,1,4,1
5,ET060028,4,-0.495582014,1.03807795,1,1,5,1
5,ET060028,5,-0.951151013,0.305927992,1,1,6,1
4,ET060029,3,-2.725539923,-2.545711756,1,1,4,1
4,ET060029,4,-1.422829986,-0.452112406,1,1,5,1
4,ET060029,5,0.092126697,1.982590914,1,1,6,1
16,ET060030,3,-1.495010018,-0.568113744,1,1,4,1
16,ET060030,4,-1.221240044,-0.128135026,1,1,5,1
16,ET060030,5,-0.99830699,0.230143115,1,1,6,1
18,ET060031,3,-1.850749969,-1.139827251,1,1,4,1
18,ET060031,4,-1.430269957,-0.464069277,1,1,5,1
18,ET060031,5,-1.749119997,-0.976496637,1,1,6,1
5,ET060032,3,-1.374639988,-0.374665737,1,1,4,1
5,ET060032,4,-0.743543029,0.639577031,1,1,5,1
5,ET060032,5,-0.259094,1.418140411,1,1,6,1
17,ET060033,3,-2.348160028,-1.939220428,1,1,4,1
17,ET060033,4,-1.077870011,0.102276519,1,1,5,1
17,ET060033,5,-0.948740005,0.309802771,1,1,6,1
15,ET060034,3,-1.166339993,-0.039904553,1,1,4,1
15,ET060034,4,-0.97043997,0.27492851,1,1,5,1
15,ET060034,5,-0.841639996,0.481924355,1,1,6,1
6,ET060035,3,-1.129709959,0.018963974,1,1,4,1
6,ET060035,4,-1.916300058,-1.245173573,1,1,5,1
6,ET060035,5,-1.919350028,-1.250075221,1,1,6,1
15,ET060037,3,-0.822064996,0.513383567,1,1,4,1
15,ET060037,4,-0.858120024,0.455439121,1,1,5,1
15,ET060037,5,-0.688449979,0.728117704,1,1,6,1
15,ET060038,3,-1.018190026,0.198188871,1,1,4,1
15,ET060038,4,-0.336320996,1.294028044,1,1,5,1
15,ET060038,5,-0.382351011,1.220052719,1,1,6,1
16,ET060039,3,-1.586979985,-0.715919673,1,1,4,1
16,ET060039,4,-0.664092004,0.767263651,1,1,5,1
16,ET060039,5,-0.023197301,1.797252536,1,1,6,1
15,ET060040,3,-1.982660055,-1.351821423,1,1,4,1
15,ET060040,4,-1.324329972,-0.293811977,1,1,5,1
15,ET060040,5,-0.493032008,1.042176008,1,1,6,1
16,ET060041,3,-1.505599976,-0.585132957,1,1,4,1
16,ET060041,4,-0.549996018,0.950628579,1,1,5,1
16,ET060041,5,0.095257998,1.987623334,1,1,6,1
21,ET060042,3,-1.46243,-0.515754044,1,1,4,1
21,ET060042,4,-0.963806987,0.285588443,1,1,5,1
21,ET060042,5,-0.451227993,1.109359741,1,1,6,1
3,ET060043,3,-2.630680084,-2.393261433,1,1,4,1
3,ET060043,4,-1.576969981,-0.699832499,1,1,5,1
3,ET060043,5,-1.029240012,0.180430323,1,1,6,1
17,ET060045,3,-2.05024004,-1.460429907,1,1,4,1
17,ET060045,4,-1.056190014,0.137118682,1,1,5,1
17,ET060045,5,-0.725741982,0.668185294,1,1,6,1
16,ET060046,3,-2.016720057,-1.406559587,1,1,4,1
16,ET060046,4,-0.169080004,1.562802792,1,1,5,1
16,ET060046,5,0.677950025,2.924073935,1,1,6,1
16,ET060047,3,-1.537410021,-0.636255205,1,1,4,1
16,ET060047,4,-0.860643029,0.451384366,1,1,5,1
16,ET060047,5,-0.110055,1.657662511,1,1,6,1
3,ET060048,3,-2.330660105,-1.911096096,1,1,4,1
3,ET060048,4,-1.21085,-0.111437067,1,1,5,1
3,ET060048,5,0.113883004,2.017555714,1,1,6,1
7,ET060049,3,-0.193394005,1.523727536,1,1,4,1
3,ET060050,3,-2.24774003,-1.777834296,1,1,4,1
3,ET060050,4,-0.638248026,0.808797777,1,1,5,1
3,ET060050,5,-0.271780998,1.397750974,1,1,6,1
15,ET060051,3,-2.082789898,-1.512741208,1,1,4,1
15,ET060051,4,-0.72862798,0.663547218,1,1,5,1
15,ET060051,5,-0.431519002,1.141034245,1,1,6,1
16,ET060053,3,-0.112529002,1.653686523,1,1,4,1
16,ET060053,4,-0.231199995,1.462969065,1,1,5,1
4,ET060054,3,-2.061690092,-1.47883141,1,1,4,1
4,ET060054,4,-2.057149887,-1.471534848,1,1,5,1
4,ET060054,5,-1.419559956,-0.446857125,1,1,6,1
3,ET060055,3,-0.251219004,1.430796385,1,1,4,1
4,ET060056,3,-0.591048002,0.884653449,1,1,4,1
5,ET060058,3,0.357477993,2.409039974,1,1,4,1
4,ET060059,3,-1.959489942,-1.314584494,1,1,4,1
4,ET060059,4,-1.085369945,0.090223297,1,1,5,1
4,ET060059,5,-0.356721997,1.261241317,1,1,6,1
15,ET060060,3,-0.379729986,1.224264979,1,1,4,1
15,ET060060,4,-0.841012001,0.482933611,1,1,5,1
15,ET060060,5,-0.645047009,0.797871053,1,1,6,1
5,ET060061,3,-1.771729946,-1.012833357,1,1,4,1
5,ET060061,4,-2.102619886,-1.544610143,1,1,5,1
5,ET060061,5,-1.406640053,-0.4260934,1,1,6,1
5,ET060062,3,-2.159759998,-1.636440635,1,1,4,1
5,ET060062,4,-0.877566993,0.424185693,1,1,5,1
5,ET060062,5,-0.384882987,1.21598351,1,1,6,1
4,ET060063,3,-2.189779997,-1.684686184,1,1,4,1
4,ET060063,4,-1.192000031,-0.081143081,1,1,5,1
4,ET060063,5,-0.314280003,1.329450369,1,1,6,1
15,ET060064,3,-0.509634018,1.015494823,1,1,4,1
15,ET060064,4,-0.114983998,1.649741173,1,1,5,1
4,ET060065,3,-1.752220035,-0.981478751,1,1,4,1
4,ET060065,4,-1.734179974,-0.952486396,1,1,5,1
4,ET060065,5,-1.352859974,-0.33966285,1,1,6,1
16,ET060066,3,-2.438679934,-2.084695816,1,1,4,1
16,ET060066,4,-1.152130008,-0.017067529,1,1,5,1
16,ET060066,5,-1.194329977,-0.084887557,1,1,6,1
15,ET060067,3,-0.780323029,0.580467522,1,1,4,1
15,ET060067,4,-1.275580049,-0.215465441,1,1,5,1
15,ET060067,5,0.271921992,2.271541834,1,1,6,1
16,ET060068,3,-3.138210058,-3.208918333,1,1,4,1
16,ET060068,4,-1.432549953,-0.467733473,1,1,5,1
16,ET060068,5,-0.639755011,0.806375921,1,1,6,1
5,ET060070,3,-0.422277987,1.155885577,1,1,4,1
7,ET060071,3,-1.978410006,-1.344991088,1,1,4,1
7,ET060071,4,-1.388820052,-0.397454679,1,1,5,1
7,ET060071,5,-0.616878986,0.843140185,1,1,6,1
16,ET060072,3,-1.115679979,0.041511707,1,1,4,1
16,ET060072,4,-1.830450058,-1.107203126,1,1,5,1
16,ET060072,5,-1.219140053,-0.124760106,1,1,6,1
3,ET060073,3,-1.632290006,-0.788737893,1,1,4,1
3,ET060073,4,-1.001440048,0.225107938,1,1,5,1
3,ET060073,5,0.081386901,1.965330958,1,1,6,1
15,ET060074,3,0.110670999,2.012393713,1,1,4,1
15,ET060074,4,-0.208922997,1.498770714,1,1,5,1
15,ET060074,5,-0.489520013,1.04782021,1,1,6,1
6,ET060075,3,-0.208285004,1.499796033,1,1,4,1
15,ET060076,3,0.107369997,2.007088661,1,1,4,1
15,ET060076,4,-0.0198415,1.802645683,1,1,5,1
15,ET060076,5,0.068382598,1.944431543,1,1,6,1
16,ET060077,3,-0.386795998,1.212909102,1,1,4,1
16,ET060077,4,-0.535084009,0.974593818,1,1,5,1
16,ET060077,5,-0.567124009,0.923101962,1,1,6,1
3,ET060078,3,-1.995810032,-1.372954845,1,1,4,1
3,ET060078,4,-0.376457989,1.22952342,1,1,5,1
3,ET060078,5,0.197812006,2.152438879,1,1,6,1
15,ET060080,3,0.0830817,1.968054652,1,1,4,1
15,ET060080,4,0.767657995,3.068244696,1,1,5,1
15,ET060080,5,0.387106001,2.456655502,1,1,6,1
16,ET060081,3,-1.801220059,-1.060227275,1,1,4,1
16,ET060081,4,-1.043679953,0.157223731,1,1,5,1
16,ET060081,5,-0.388345987,1.210418105,1,1,6,1
7,ET060082,3,-0.161264002,1.575363994,1,1,4,1
7,ET060082,4,-0.803169012,0.543751478,1,1,5,1
7,ET060082,5,0.062373299,1.934773922,1,1,6,1
4,ET060083,3,-0.0417394,1.767453313,1,1,4,1
16,ET060084,3,-2.461110115,-2.120743752,1,1,4,1
16,ET060084,4,-1.79697001,-1.05339694,1,1,5,1
16,ET060084,5,-0.808507025,0.535172701,1,1,6,1
16,ET060085,3,-1.572829962,-0.693179011,1,1,4,1
16,ET060085,4,-0.567407012,0.922647178,1,1,5,1
16,ET060085,5,0.444757015,2.549307108,1,1,6,1
6,ET060086,3,0.361039996,2.414764404,1,1,4,1
6,ET060086,4,-0.558064997,0.937660813,1,1,5,1
6,ET060086,5,-0.408304006,1.178343296,1,1,6,1
15,ET060087,3,0.30814001,2.329748392,1,1,4,1
15,ET060087,4,-0.0886226,1.692106843,1,1,5,1
15,ET060087,5,-0.682022989,0.738446593,1,1,6,1
15,ET060088,3,-1.116219997,0.040643837,1,1,4,1
15,ET060088,4,-0.277139992,1.38913846,1,1,5,1
15,ET060088,5,0.153071001,2.080535173,1,1,6,1
16,ET060091,3,-1.657860041,-0.829831779,1,1,4,1
16,ET060091,4,-0.687870026,0.729049742,1,1,5,1
16,ET060091,5,-0.371495008,1.237499475,1,1,6,1
3,ET060093,3,-1.916900039,-1.246137738,1,1,4,1
3,ET060093,4,-0.770295978,0.596582115,1,1,5,1
3,ET060093,5,-0.913760006,0.366019487,1,1,6,1
6,ET060094,3,-1.986310005,-1.357687235,1,1,4,1
6,ET060094,4,-1.029260039,0.180398136,1,1,5,1
6,ET060094,5,-0.52413702,0.992186844,1,1,6,1
3,ET060095,3,-1.591449976,-0.723103464,1,1,4,1
3,ET060095,4,-1.426640034,-0.458235592,1,1,5,1
3,ET060095,5,0.515091002,2.662341595,1,1,6,1
10,ET060096,3,-2.05328989,-1.465331435,1,1,4,1
10,ET060096,4,-0.956565022,0.297227085,1,1,5,1
10,ET060096,5,-0.744934976,0.637340009,1,1,6,1
16,ET060097,3,-2.429270029,-2.069573164,1,1,4,1
16,ET060097,4,-1.79568994,-1.051339746,1,1,5,1
16,ET060097,5,0.119828999,2.02711153,1,1,6,1
16,ET060098,3,-2.604059935,-2.350479841,1,1,4,1
16,ET060098,4,-1.521110058,-0.610059381,1,1,5,1
16,ET060098,5,0.308355987,2.33009553,1,1,6,1
6,ET060100,3,-1.781900048,-1.029177785,1,1,4,1
6,ET060100,4,-1.267510056,-0.202496067,1,1,5,1
6,ET060100,5,-0.245971993,1.439228892,1,1,6,1
15,ET070001,3,-0.923418999,0.350496411,1,1,4,1
15,ET070001,4,-0.491658002,1.044384241,1,1,5,1
15,ET070001,5,0.190628007,2.140893459,1,1,6,1
