childid,round,yc,theta_eap,read_score,country,group,language
ET030032,4,1,0.713086009,1.014117241,1,5,1
ET030034,4,1,0.800237,1.112337112,1,5,1
ET030035,4,1,0.487603992,0.759997129,1,5,1
ET030036,4,1,-0.0895181,0.109575748,1,5,1
ET030037,4,1,-0.187555999,-0.000913777,1,5,1
ET030038,4,1,-0.279385,-0.104405828,1,5,1
ET030039,4,1,0.568171978,0.850797951,1,5,1
ET030040,4,1,0.345409006,0.599742234,1,5,1
ET030041,4,1,0.0531023,0.270310134,1,5,1
ET030043,4,1,-0.073254198,0.127905309,1,5,1
ET030044,4,1,0.815181971,1.129180193,1,5,1
ET030045,4,1,0.413358003,0.676321328,1,5,1
ET030046,4,1,0.266481996,0.510790825,1,5,1
ET030047,4,1,0.161377996,0.392337739,1,5,1
ET030048,4,1,0.837924004,1.154810667,1,5,1
ET030051,4,1,0.518519998,0.79483974,1,5,1
ET030052,4,1,1.227910042,1.594328165,1,5,1
ET030053,4,1,0.489401013,0.762022376,1,5,1
ET030054,4,1,0.722617984,1.024859905,1,5,1
ET030055,4,1,0.610885978,0.898936987,1,5,1
ET030056,4,1,-0.115262002,0.080562159,1,5,1
ET030057,4,1,0.671481013,0.967228055,1,5,1
ET030058,4,1,0.830841005,1.146828055,1,5,1
ET030059,4,1,0.345147014,0.599446952,1,5,1
ET030060,4,1,0.700975001,1.000468016,1,5,1
ET030061,4,1,0.057524402,0.275293887,1,5,1
ET030062,4,1,0.021804599,0.235037357,1,5,1
ET030064,4,1,-1.722149968,-1.730413914,1,5,1
ET030065,4,1,0.862496018,1.182503581,1,5,1
ET030066,4,1,0.175311998,0.408041477,1,5,1
ET030067,4,1,-0.967055023,-0.879415631,1,5,1
ET030068,4,1,1.225049973,1.591104865,1,5,1
ET030069,4,1,0.693306029,0.991825044,1,5,1
ET030070,4,1,1.459480047,1.855309486,1,5,1
ET030071,4,1,-1.652279973,-1.65166986,1,5,1
ET030072,4,1,0.158851996,0.389490902,1,5,1
ET030073,4,1,-0.952992976,-0.863567591,1,5,1
ET030074,4,1,-0.415468007,-0.257772505,1,5,1
ET030075,4,1,1.488489985,1.888003945,1,5,1
ET030077,4,1,0.463496,0.732827246,1,5,1
ET030079,4,1,-0.836470008,-0.732245266,1,5,1
ET030080,4,1,1.276790023,1.649416327,1,5,1
ET030081,4,1,1.398740053,1.786855102,1,5,1
ET030082,4,1,0.672783971,0.968696535,1,5,1
ET030083,4,1,-0.573504984,-0.435881495,1,5,1
ET030084,4,1,1.365540028,1.749438405,1,5,1
ET030085,4,1,0.935469985,1.264745831,1,5,1
ET030086,4,1,-0.712768972,-0.592833161,1,5,1
ET030087,4,1,0.280144989,0.526189148,1,5,1
ET030089,4,1,0.985822976,1.321494102,1,5,1
ET030090,4,1,1.388990045,1.775866747,1,5,1
ET030091,4,1,0.611992002,0.900183439,1,5,1
ET030093,4,1,0.380769014,0.639593244,1,5,1
ET030094,4,1,1.568969965,1.978705645,1,5,1
ET030095,4,1,-0.538941979,-0.396928698,1,5,1
ET030097,4,1,-0.00364948,0.206350401,1,5,1
ET030098,4,1,0.580366015,0.864540696,1,5,1
ET040001,4,1,-0.405548006,-0.246592581,1,5,1
ET040002,4,1,-0.89429301,-0.797412276,1,5,1
ET040003,4,1,0.415892005,0.679177165,1,5,1
ET040004,4,1,0.864196002,1.184419513,1,5,1
ET040005,4,1,-0.366214991,-0.202263951,1,5,1
ET040006,4,1,0.454953998,0.723200321,1,5,1
ET040008,4,1,1.031489968,1.372961164,1,5,1
ET040009,4,1,-1.009870052,-0.927668571,1,5,1
ET040010,4,1,-0.736186028,-0.61922437,1,5,1
ET040011,4,1,-0.991092026,-0.906505585,1,5,1
ET040012,4,1,-0.899115026,-0.80284673,1,5,1
ET040013,4,1,0.424663991,0.689063251,1,5,1
ET040014,4,1,-1.365859985,-1.328872204,1,5,1
ET040015,4,1,-0.650412023,-0.522556365,1,5,1
ET040016,4,1,0.581854999,0.866218805,1,5,1
ET040017,4,1,1.241379976,1.609508991,1,5,1
ET040018,4,1,0.713715017,1.014826179,1,5,1
ET040019,4,1,0.324916005,0.576646447,1,5,1
ET040020,4,1,-0.919956982,-0.826335788,1,5,1
ET040021,4,1,0.865939975,1.186384916,1,5,1
ET040022,4,1,0.150502995,0.380081534,1,5,1
ET040023,4,1,0.27985999,0.525867939,1,5,1
ET040024,4,1,0.496890992,0.770463645,1,5,1
ET040025,4,1,-1.147050023,-1.082271576,1,5,1
ET040026,4,1,-0.305020005,-0.133296683,1,5,1
ET040027,4,1,-0.425985008,-0.269625247,1,5,1
ET040028,4,1,0.303368986,0.55236274,1,5,1
ET040029,4,1,0.268537015,0.513106823,1,5,1
ET040030,4,1,0.253838003,0.496540934,1,5,1
ET040031,4,1,0.087263502,0.308810085,1,5,1
ET040032,4,1,0.142429993,0.370983183,1,5,1
ET040033,4,1,-1.231840014,-1.177830577,1,5,1
ET040035,4,1,0.247014999,0.488851339,1,5,1
ET040036,4,1,1.154899955,1.512045264,1,5,1
ET040037,4,1,0.811878026,1.125456691,1,5,1
ET040038,4,1,-1.218140006,-1.162390471,1,5,1
ET040039,4,1,0.381835014,0.640794635,1,5,1
ET040040,4,1,1.328750014,1.707975745,1,5,1
ET040041,4,1,-0.867260993,-0.766946971,1,5,1
ET040042,4,1,0.043923002,0.259964973,1,5,1
ET040043,4,1,-0.953839004,-0.864521086,1,5,1
ET040044,4,1,-0.295347005,-0.122395135,1,5,1
ET040045,4,1,-0.820334971,-0.714060962,1,5,1
ET040046,4,1,0.283100009,0.529519439,1,5,1
ET040047,4,1,0.204668,0.441125929,1,5,1
ET040048,4,1,0.217370003,0.455441207,1,5,1
ET040049,4,1,1.287340045,1.661306381,1,5,1
ET040051,4,1,0.411801994,0.67456764,1,5,1
ET040052,4,1,0.211402997,0.448716342,1,5,1
ET040053,4,1,-0.0160737,0.192348197,1,5,1
ET040054,4,1,0.934112012,1.263215423,1,5,1
ET040055,4,1,0.322941989,0.574421704,1,5,1
ET040056,4,1,-0.685958982,-0.562618077,1,5,1
ET040057,4,1,-0.415908009,-0.258268386,1,5,1
ET040058,4,1,-1.692440033,-1.696930647,1,5,1
ET040059,4,1,0.14971,0.379187793,1,5,1
ET040060,4,1,0.61402297,0.902472377,1,5,1
ET040061,4,1,0.453031987,0.721034229,1,5,1
ET040064,4,1,0.0259335,0.239690661,1,5,1
ET040065,4,1,-0.511393011,-0.365880787,1,5,1
ET040067,4,1,-0.065762602,0.136348397,1,5,1
ET040068,4,1,0.228678003,0.468185395,1,5,1
ET040070,4,1,-0.322562993,-0.153067783,1,5,1
ET040071,4,1,-0.859456003,-0.758150697,1,5,1
ET040072,4,1,0.566632986,0.849063456,1,5,1
ET040073,4,1,0.555787981,0.836841047,1,5,1
ET040074,4,1,-0.187253997,-0.000573418,1,5,1
ET040075,4,1,-0.674781978,-0.550021529,1,5,1
ET040076,4,1,-0.107698999,0.089085728,1,5,1
ET040077,4,1,-0.00675636,0.202848926,1,5,1
ET040078,4,1,1.086910009,1.435420036,1,5,1
ET040079,4,1,0.775937974,1.084951997,1,5,1
ET040080,4,1,0.177378997,0.410371006,1,5,1
ET040081,4,1,0.642086029,0.934099674,1,5,1
ET040082,4,1,-0.0351169,0.170886353,1,5,1
ET040083,4,1,0.080656603,0.301364064,1,5,1
ET040084,4,1,0.982924998,1.318228006,1,5,1
ET040085,4,1,-0.510596991,-0.364983648,1,5,1
ET040086,4,1,-0.951343,-0.861708105,1,5,1
ET040087,4,1,-0.350789994,-0.184879839,1,5,1
ET040089,4,1,-0.378253013,-0.215830892,1,5,1
ET040090,4,1,-0.274174988,-0.0985341,1,5,1
ET040091,4,1,0.806070983,1.118912101,1,5,1
ET040092,4,1,0.680419028,0.9773013,1,5,1
ET040093,4,1,1.250499964,1.619787216,1,5,1
ET040094,4,1,0.340900004,0.594660521,1,5,1
ET040095,4,1,0.99160701,1.328012705,1,5,1
ET040096,4,1,0.239195004,0.480038166,1,5,1
ET040097,4,1,-0.59622103,-0.461482674,1,5,1
ET040098,4,1,1.242939949,1.61126709,1,5,1
ET040100,4,1,-0.765558004,-0.652326822,1,5,1
ET050001,4,1,-1.049239993,-0.972038805,1,5,1
ET050002,4,1,-1.733970046,-1.743735313,1,5,1
ET050004,4,1,0.178914994,0.412102073,1,5,1
ET050006,4,1,-0.306268007,-0.134703204,1,5,1
ET050007,4,1,-1.077290058,-1.0036515,1,5,1
ET050008,4,1,-0.936919987,-0.845453203,1,5,1
ET050009,4,1,-1.677469969,-1.680059195,1,5,1
ET050010,4,1,-1.696550012,-1.701562524,1,5,1
ET050011,4,1,0.337561995,0.590898573,1,5,1
ET050012,4,1,-1.31656003,-1.273310661,1,5,1
ET050014,4,1,0.541679025,0.820940137,1,5,1
ET050016,4,1,0.635712981,0.926917195,1,5,1
ET050017,4,1,0.155221,0.385398746,1,5,1
ET050018,4,1,-0.091429196,0.107421927,1,5,1
ET050019,4,1,0.027081599,0.240984574,1,5,1
ET050020,4,1,-0.410831988,-0.252547681,1,5,1
ET050021,4,1,0.210465997,0.447660327,1,5,1
ET050022,4,1,-1.816480041,-1.836724758,1,5,1
ET050023,4,1,0.367729008,0.624897063,1,5,1
ET050024,4,1,-0.681098998,-0.557140827,1,5,1
ET050025,4,1,-1.642989993,-1.641199946,1,5,1
ET050026,4,1,-0.000864597,0.209488988,1,5,1
ET050027,4,1,-1.108350039,-1.038656354,1,5,1
ET050028,4,1,0.0176969,0.230407953,1,5,1
ET050030,4,1,-0.0227182,0.184859797,1,5,1
ET050031,4,1,-1.693570018,-1.698204041,1,5,1
ET050032,4,1,1.118109941,1.470582604,1,5,1
ET050033,4,1,-0.924663007,-0.831639528,1,5,1
ET050034,4,1,-0.127794996,0.066437371,1,5,1
ET050035,4,1,-1.615859985,-1.610624194,1,5,1
ET050036,4,1,-0.690873027,-0.568156242,1,5,1
ET050038,4,1,0.118150003,0.343619436,1,5,1
ET050039,4,1,-1.64309001,-1.641312718,1,5,1
ET050040,4,1,-0.227408007,-0.045827322,1,5,1
ET050041,4,1,-0.777417004,-0.665692031,1,5,1
ET050042,4,1,0.065224998,0.283972502,1,5,1
ET050043,4,1,-1.849349976,-1.873769403,1,5,1
ET050045,4,1,0.080545798,0.301239163,1,5,1
ET050046,4,1,-0.510020971,-0.364334494,1,5,1
ET050047,4,1,-0.463250995,-0.311624318,1,5,1
ET050048,4,1,-0.184279993,0.002778309,1,5,1
ET050049,4,1,-1.635750055,-1.633040547,1,5,1
ET050050,4,1,-0.663138986,-0.536899745,1,5,1
ET050051,4,1,-1.578420043,-1.568429112,1,5,1
ET050052,4,1,0.358224988,0.614185929,1,5,1
ET050053,4,1,0.577822983,0.861674726,1,5,1
ET050054,4,1,-1.318989992,-1.276049256,1,5,1
ET050055,4,1,-1.413570046,-1.382641792,1,5,1
ET050056,4,1,0.291678995,0.539188027,1,5,1
ET050057,4,1,-1.337200046,-1.296572208,1,5,1
ET050058,4,1,-2.155040026,-2.218284607,1,5,1
ET050059,4,1,-0.476880997,-0.326985449,1,5,1
ET050060,4,1,-2.376669884,-2.468063354,1,5,1
ET050061,4,1,-1.522959948,-1.505925179,1,5,1
ET050062,4,1,-0.940301001,-0.849263668,1,5,1
ET050063,4,1,-2.400670052,-2.495111704,1,5,1
ET050064,4,1,-1.463459969,-1.438868165,1,5,1
ET050065,4,1,-0.527418971,-0.383942187,1,5,1
ET050066,4,1,-1.527740002,-1.511312246,1,5,1
ET050068,4,1,0.634244978,0.925262749,1,5,1
ET050070,4,1,0.062991701,0.281455576,1,5,1
ET050072,4,1,-2.210200071,-2.280450583,1,5,1
ET050073,4,1,-1.434350014,-1.406061053,1,5,1
ET050074,4,1,0.297524989,0.545776546,1,5,1
ET050075,4,1,-0.546936989,-0.405939132,1,5,1
ET050076,4,1,-1.527369976,-1.510895252,1,5,1
ET050077,4,1,0.687862992,0.985690713,1,5,1
ET050078,4,1,-1.62214005,-1.617701888,1,5,1
ET050079,4,1,-1.530060053,-1.513926983,1,5,1
ET050081,4,1,-0.156028003,0.034618538,1,5,1
ET050082,4,1,-0.472404003,-0.321939856,1,5,1
ET050083,4,1,-1.560070038,-1.547748566,1,5,1
ET050084,4,1,-0.786113977,-0.675493598,1,5,1
ET050085,4,1,-1.160169959,-1.097057819,1,5,1
ET050086,4,1,-1.801480055,-1.81981957,1,5,1
ET050087,4,1,-1.559620023,-1.54724133,1,5,1
ET050088,4,1,-1.430619955,-1.401857138,1,5,1
ET050089,4,1,-0.612501979,-0.479831427,1,5,1
ET050090,4,1,0.252528995,0.495065659,1,5,1
ET050091,4,1,-2.012300014,-2.057415485,1,5,1
ET050092,4,1,-0.265875012,-0.089179955,1,5,1
ET050093,4,1,-0.906203985,-0.810836017,1,5,1
ET050094,4,1,-0.404098988,-0.244959533,1,5,1
ET050095,4,1,-1.38677001,-1.352437973,1,5,1
ET050096,4,1,-1.071249962,-0.996844232,1,5,1
ET050097,4,1,-0.486703992,-0.338056058,1,5,1
ET050098,4,1,0.224203005,0.463142037,1,5,1
ET050099,4,1,-0.563961029,-0.42512539,1,5,1
ET050100,4,1,-0.953549981,-0.864195347,1,5,1
ET060002,4,1,-1.183609962,-1.123474836,1,5,1
ET060003,4,1,0.681246996,0.97823441,1,5,1
ET060004,4,1,-1.263589978,-1.213613033,1,5,1
ET060006,4,1,-0.177835003,0.010041866,1,5,1
ET060007,4,1,0.046130799,0.262453198,1,5,1
ET060008,4,1,-1.499369979,-1.479339004,1,5,1
ET060009,4,1,-1.449730039,-1.423394442,1,5,1
ET060010,4,1,-1.201769948,-1.143941283,1,5,1
ET060011,4,1,-0.324773997,-0.155559599,1,5,1
ET060012,4,1,0.061704099,0.280004412,1,5,1
ET060013,4,1,0.376792014,0.635111153,1,5,1
ET060014,4,1,0.47596699,0.746882141,1,5,1
ET060016,4,1,0.807183027,1.120165348,1,5,1
ET060017,4,1,-1.554730058,-1.541730285,1,5,1
ET060018,4,1,0.678389013,0.975013435,1,5,1
ET060019,4,1,-0.62688601,-0.496042341,1,5,1
ET060020,4,1,-0.348273009,-0.18204318,1,5,1
ET060021,4,1,-0.219187006,-0.036562186,1,5,1
ET060022,4,1,-1.645359993,-1.64387095,1,5,1
ET060023,4,1,-1.138470054,-1.072601795,1,5,1
ET060024,4,1,0.561919987,0.843751907,1,5,1
ET060025,4,1,-0.166657001,0.022639567,1,5,1
ET060026,4,1,-0.203707993,-0.019117208,1,5,1
ET060027,4,1,-0.905493975,-0.810035825,1,5,1
ET060028,4,1,-1.327819943,-1.286000729,1,5,1
ET060029,4,1,-0.419544011,-0.262366205,1,5,1
ET060030,4,1,-0.129869998,0.064098828,1,5,1
ET060031,4,1,0.282476991,0.528817296,1,5,1
ET060032,4,1,-1.330340028,-1.28884089,1,5,1
ET060033,4,1,0.098175302,0.321107775,1,5,1
ET060034,4,1,-1.284809947,-1.237528086,1,5,1
ET060035,4,1,-0.866158009,-0.765703857,1,5,1
ET060036,4,1,-1.778249979,-1.793639064,1,5,1
ET060037,4,1,-1.918480039,-1.951679587,1,5,1
ET060038,4,1,-1.174139977,-1.112802148,1,5,1
ET060039,4,1,-0.597030997,-0.462395519,1,5,1
ET060040,4,1,0.793578982,1.104833484,1,5,1
ET060041,4,1,-0.327520013,-0.158654392,1,5,1
ET060042,4,1,0.076252401,0.296400487,1,5,1
ET060043,4,1,-0.694212973,-0.571920395,1,5,1
ET060045,4,1,-0.601963997,-0.467955023,1,5,1
ET060046,4,1,-0.0396237,0.165807158,1,5,1
ET060047,4,1,0.175291002,0.408017814,1,5,1
ET060048,4,1,-1.255699992,-1.204720974,1,5,1
ET060049,4,1,-0.131672993,0.062066834,1,5,1
ET060050,4,1,-1.080450058,-1.007212758,1,5,1
ET060051,4,1,-1.138429999,-1.072556734,1,5,1
ET060052,4,1,-1.287050009,-1.2400527,1,5,1
ET060053,4,1,-1.170619965,-1.108834982,1,5,1
ET060054,4,1,-1.494240046,-1.473557591,1,5,1
ET060055,4,1,-0.444076985,-0.290015072,1,5,1
ET060056,4,1,-1.162060022,-1.09918797,1,5,1
ET060058,4,1,-0.075073197,0.125855282,1,5,1
ET060059,4,1,-1.424430013,-1.394881129,1,5,1
ET060060,4,1,-0.303155005,-0.131194815,1,5,1
ET060061,4,1,-1.735730052,-1.745718837,1,5,1
ET060062,4,1,-0.740804017,-0.624428868,1,5,1
ET060063,4,1,-0.906747997,-0.811449111,1,5,1
ET060064,4,1,-0.112965003,0.083150893,1,5,1
ET060065,4,1,-1.661120057,-1.661632776,1,5,1
ET060066,4,1,0.155700997,0.385939717,1,5,1
ET060067,4,1,-0.710271001,-0.590017915,1,5,1
ET060068,4,1,-0.756760001,-0.642411411,1,5,1
ET060071,4,1,-1.202880025,-1.145192385,1,5,1
ET060072,4,1,0.044176102,0.260250241,1,5,1
ET060073,4,1,0.0280781,0.242107645,1,5,1
ET060074,4,1,0.593514025,0.879358649,1,5,1
ET060075,4,1,-1.062049985,-0.986475766,1,5,1
ET060076,4,1,-0.322598994,-0.153108358,1,5,1
ET060077,4,1,-1.672410011,-1.67435658,1,5,1
ET060078,4,1,-0.42524001,-0.268785626,1,5,1
ET060080,4,1,0.568656027,0.851343453,1,5,1
ET060081,4,1,-0.584644973,-0.44843635,1,5,1
ET060082,4,1,-0.356086999,-0.190849617,1,5,1
ET060083,4,1,-0.338591009,-0.171131492,1,5,1
ET060084,4,1,-0.490040988,-0.341816872,1,5,1
ET060085,4,1,-0.100853004,0.096801221,1,5,1
ET060086,4,1,0.0238393,0.237330481,1,5,1
ET060087,4,1,-0.061548501,0.141097724,1,5,1
ET060088,4,1,0.210848004,0.448090851,1,5,1
ET060089,4,1,-2.337440014,-2.423851013,1,5,1
ET060091,4,1,-0.74090302,-0.624540448,1,5,1
ET060092,4,1,-1.74684,-1.758239865,1,5,1
ET060093,4,1,-0.207793996,-0.023722168,1,5,1
ET060094,4,1,0.208178997,0.445082843,1,5,1
ET060095,4,1,-0.303088009,-0.131119311,1,5,1
ET060096,4,1,0.829321027,1.145115137,1,5,1
ET060097,4,1,-0.227284998,-0.045688689,1,5,1
ET060098,4,1,-1.416280031,-1.385695934,1,5,1
ET060100,4,1,-1.458289981,-1.433041573,1,5,1
ET070001,4,1,-0.270199001,-0.094053127,1,5,1
ET070002,4,1,0.628835022,0.919165671,1,5,1
ET070003,4,1,0.978259981,1.312970519,1,5,1
ET070004,4,1,0.814153016,1.128020644,1,5,1
ET070005,4,1,-0.368081987,-0.20436807,1,5,1
ET070006,4,1,-0.125827998,0.068654194,1,5,1
ET070007,4,1,1.417709947,1.808234334,1,5,1
ET070008,4,1,-1.001350045,-0.918066442,1,5,1
ET070009,4,1,-0.998856008,-0.915255606,1,5,1
ET070010,4,1,-1.453009963,-1.427090883,1,5,1
ET070011,4,1,0.884977996,1.207840919,1,5,1
ET070012,4,1,-0.968465984,-0.881005824,1,5,1
ET070013,4,1,-0.644384027,-0.515762746,1,5,1
ET070014,4,1,-0.311553001,-0.140659437,1,5,1
ET070015,4,1,0.0580732,0.275912374,1,5,1
ET070016,4,1,-1.382150054,-1.347231269,1,5,1
ET070017,4,1,-1.015439987,-0.933945894,1,5,1
ET070018,4,1,-0.722238004,-0.603504837,1,5,1
ET070019,4,1,-2.100739956,-2.157088041,1,5,1
ET070020,4,1,-1.348009944,-1.30875504,1,5,1
ET070021,4,1,-1.429360032,-1.400437236,1,5,1
ET070022,4,1,-0.0218067,0.185887054,1,5,1
ET070023,4,1,0.464459002,0.733912528,1,5,1
ET070024,4,1,-1.206470013,-1.149238348,1,5,1
ET070025,4,1,0.349088013,0.603888512,1,5,1
ET070026,4,1,-1.035259962,-0.956283212,1,5,1
ET070027,4,1,-1.220309973,-1.164836049,1,5,1
ET070028,4,1,-0.771281004,-0.6587767,1,5,1
ET070029,4,1,0.110188998,0.334647298,1,5,1
ET070030,4,1,-1.005509973,-0.922754705,1,5,1
ET070031,4,1,-1.037410021,-0.958706319,1,5,1
ET070032,4,1,0.80331701,1.115808368,1,5,1
ET070033,4,1,0.0968237,0.319584519,1,5,1
ET070034,4,1,-1.225170016,-1.170313358,1,5,1
ET070035,4,1,-1.170510054,-1.108711123,1,5,1
ET070036,4,1,1.01364994,1.352855325,1,5,1
ET070037,4,1,0.130360007,0.357380211,1,5,1
ET070038,4,1,0.257367015,0.500518143,1,5,1
ET070039,4,1,0.190983996,0.425703943,1,5,1
ET070040,4,1,0.148743004,0.378097981,1,5,1
ET070041,4,1,-1.40486002,-1.372825503,1,5,1
ET070042,4,1,-1.408270001,-1.376668572,1,5,1
ET070043,4,1,-1.64989996,-1.648987532,1,5,1
ET070044,4,1,-1.990370035,-2.0327003,1,5,1
ET070045,4,1,-0.229385003,-0.048055414,1,5,1
ET070046,4,1,-0.936776996,-0.845292091,1,5,1
ET070047,4,1,-0.266615003,-0.090013936,1,5,1
ET070048,4,1,-0.292145014,-0.118786469,1,5,1
ET070049,4,1,-0.858268023,-0.756811798,1,5,1
ET070050,4,1,0.040871501,0.256525904,1,5,1
ET070051,4,1,1.292899966,1.667572379,1,5,1
ET070052,4,1,-1.710080028,-1.716811061,1,5,1
ET070053,4,1,0.132531002,0.359826922,1,5,1
ET070054,4,1,0.138310999,0.366341025,1,5,1
ET070055,4,1,0.679807007,0.976611555,1,5,1
ET070056,4,1,-0.902406991,-0.806556761,1,5,1
ET070057,4,1,0.556782007,0.837961316,1,5,1
ET070058,4,1,0.743510008,1.048405409,1,5,1
ET070059,4,1,-0.390244007,-0.229344845,1,5,1
ET070060,4,1,-1.44314003,-1.415967464,1,5,1
ET070061,4,1,-0.493404001,-0.345607013,1,5,1
ET070062,4,1,-0.967226982,-0.879609466,1,5,1
ET070063,4,1,-0.095915899,0.102365375,1,5,1
ET070064,4,1,-0.693892002,-0.571558654,1,5,1
ET070065,4,1,-0.786755025,-0.676216066,1,5,1
ET070066,4,1,-0.548094988,-0.407244205,1,5,1
ET070067,4,1,-1.068660021,-0.993925333,1,5,1
ET070068,4,1,0.335328013,0.588380873,1,5,1
ET070069,4,1,-1.669370055,-1.670930505,1,5,1
ET070070,4,1,-0.300336987,-0.128018886,1,5,1
ET070071,4,1,-0.460976988,-0.309061497,1,5,1
ET070072,4,1,-1.641219974,-1.639205217,1,5,1
ET070073,4,1,-1.437109947,-1.409171462,1,5,1
ET070074,4,1,0.099799998,0.32293883,1,5,1
ET070075,4,1,-0.933368981,-0.841451228,1,5,1
ET070076,4,1,-1.466889977,-1.442733765,1,5,1
ET070077,4,1,-1.540699959,-1.525918245,1,5,1
ET070078,4,1,-0.329277009,-0.160634533,1,5,1
ET070079,4,1,0.043319602,0.259284943,1,5,1
ET070080,4,1,-0.771090984,-0.658562541,1,5,1
ET070081,4,1,-1.794569969,-1.812031865,1,5,1
ET070082,4,1,-0.979921997,-0.893916845,1,5,1
ET070083,4,1,-0.203912005,-0.019347131,1,5,1
ET070084,4,1,-0.382470012,-0.220583484,1,5,1
ET070085,4,1,-1.251060009,-1.19949162,1,5,1
ET070086,4,1,-1.463439941,-1.438845634,1,5,1
ET070087,4,1,0.52263099,0.799472868,1,5,1
ET070088,4,1,0.254907995,0.497746825,1,5,1
ET070089,4,1,-1.804430008,-1.823144197,1,5,1
ET070090,4,1,-0.92198199,-0.82861799,1,5,1
ET070091,4,1,-0.578181982,-0.441152513,1,5,1
ET070092,4,1,-1.274119973,-1.225480437,1,5,1
ET070094,4,1,0.00137174,0.212009355,1,5,1
ET070096,4,1,1.057620049,1.40241003,1,5,1
ET070097,4,1,-0.634836018,-0.505002081,1,5,1
ET070098,4,1,-0.569220006,-0.431052297,1,5,1
ET070099,4,1,-1.004359961,-0.921458662,1,5,1
ET070100,4,1,-0.760828018,-0.646996081,1,5,1
ET090015,4,1,-1.299839973,-1.25446701,1,5,1
ET090064,4,1,-1.094830036,-1.023419142,1,5,1
ET090071,4,1,0.400328994,0.661637485,1,5,1
ET100004,4,1,-0.286965013,-0.112948559,1,5,1
ET100014,4,1,0.271880001,0.516874433,1,5,1
ET100018,4,1,-1.798969984,-1.816990733,1,5,1
ET100023,4,1,-0.857630014,-0.756092787,1,5,1
ET100025,4,1,-0.214260995,-0.031010531,1,5,1
ET100041,4,1,-0.950428009,-0.860676885,1,5,1
ET100060,4,1,-0.992872,-0.908511579,1,5,1
ET100066,4,1,-1.53441,-1.518829465,1,5,1
ET100067,4,1,-0.382182002,-0.220258906,1,5,1
ET100070,4,1,-1.142349958,-1.076974511,1,5,1
ET100074,4,1,-1.52331996,-1.506330848,1,5,1
ET100076,4,1,0.636021018,0.927264392,1,5,1
ET100078,4,1,-1.475589991,-1.452538848,1,5,1
ET100082,4,1,-0.198623002,-0.013386381,1,5,1
ET100086,4,1,-0.55536598,-0.415438682,1,5,1
ET100087,4,1,-1.342560053,-1.302612901,1,5,1
ET100088,4,1,-0.99764502,-0.913890839,1,5,1
ET100089,4,1,-1.827679992,-1.849347115,1,5,1
ET100091,4,1,-0.839583993,-0.735754728,1,5,1
ET100092,4,1,0.420084,0.683901548,1,5,1
ET100093,4,1,0.247971997,0.489929885,1,5,1
ET100096,4,1,-0.523513973,-0.379541218,1,5,1
ET100098,4,1,-0.090775803,0.108158305,1,5,1
ET110010,4,1,0.371504992,0.629152596,1,5,1
ET110040,4,1,0.31952101,0.570566237,1,5,1
ET120001,4,1,0.56448102,0.846638203,1,5,1
ET120002,4,1,0.109223001,0.333558619,1,5,1
ET120004,4,1,-0.973843992,-0.887066901,1,5,1
ET120005,4,1,-1.07633996,-1.002580643,1,5,1
ET120006,4,1,0.504447997,0.778980494,1,5,1
ET120007,4,1,0.064171597,0.282785326,1,5,1
ET120008,4,1,-0.113548003,0.082493849,1,5,1
ET120009,4,1,-1.809960008,-1.829376578,1,5,1
ET120010,4,1,-1.053519964,-0.976862371,1,5,1
ET120011,4,1,-1.102890015,-1.03250277,1,5,1
ET120012,4,1,0.210186005,0.44734478,1,5,1
ET120014,4,1,-0.478819013,-0.329169601,1,5,1
ET120015,4,1,-1.515329957,-1.497326016,1,5,1
ET120016,4,1,-0.551465988,-0.411043346,1,5,1
ET120017,4,1,-0.22484,-0.042933155,1,5,1
ET120018,4,1,-2.09145999,-2.146629333,1,5,1
ET120019,4,1,0.357789993,0.613695681,1,5,1
ET120020,4,1,-0.598752022,-0.464335114,1,5,1
ET120021,4,1,0.047825798,0.264363468,1,5,1
ET120024,4,1,-1.246819973,-1.194713116,1,5,1
ET120025,4,1,-0.0122568,0.196649879,1,5,1
ET120026,4,1,0.47536099,0.746199191,1,5,1
ET120027,4,1,0.360668004,0.616939247,1,5,1
ET120028,4,1,-0.93046999,-0.838183999,1,5,1
ET120029,4,1,0.229973003,0.469644874,1,5,1
ET120031,4,1,0.0443241,0.260417014,1,5,1
ET120032,4,1,0.182044998,0.415629625,1,5,1
ET120033,4,1,-0.119617,0.075654037,1,5,1
ET120034,4,1,-0.326391011,-0.157381997,1,5,1
ET120035,4,1,-0.270595998,-0.094500549,1,5,1
ET120036,4,1,-0.315894991,-0.145552889,1,5,1
ET120037,4,1,-0.492276013,-0.344335765,1,5,1
ET120038,4,1,-0.230096996,-0.048857834,1,5,1
ET120039,4,1,-0.137887999,0.055062473,1,5,1
ET120040,4,1,0.582651973,0.867116988,1,5,1
ET120041,4,1,-0.117972001,0.077507965,1,5,1
ET120042,4,1,0.0371815,0.252367258,1,5,1
ET120043,4,1,-0.504182994,-0.357755035,1,5,1
ET120044,4,1,-1.813240051,-1.833073258,1,5,1
ET120045,4,1,0.035082601,0.250001788,1,5,1
ET120046,4,1,0.329180002,0.581452012,1,5,1
ET120047,4,1,-1.457509995,-1.432162523,1,5,1
ET120048,4,1,-0.147006005,0.044786405,1,5,1
