childid,yc,round,theta_eap,ppvt_score,country,group,language
ET080007,1,5,0.867781997,3.074828148,1,6,2
ET080008,1,5,0.468268991,2.457551479,1,6,2
ET080009,1,5,2.119339943,5.008576393,1,6,2
ET080010,1,5,1.482149959,4.024071693,1,6,2
ET080011,1,5,0.780296028,2.939656019,1,6,2
ET080012,1,5,1.072669983,3.391395092,1,6,2
ET080013,1,5,-0.046864498,1.661632538,1,6,2
ET080015,1,5,-1.406649947,-0.439335257,1,6,2
ET080016,1,5,0.888908029,3.107469559,1,6,2
ET080017,1,5,0.821870983,3.003892422,1,6,2
ET080018,1,5,1.290099978,3.727340221,1,6,2
ET080019,1,5,0.021306399,1.766961575,1,6,2
ET080020,1,5,1.008270025,3.291892529,1,6,2
ET080021,1,5,1.231960058,3.637509823,1,6,2
ET080022,1,5,0.158729002,1.979289532,1,6,2
ET080023,1,5,0.054914601,1.818888664,1,6,2
ET080024,1,5,1.560449958,4.145051003,1,6,2
ET080025,1,5,0.312166989,2.216362476,1,6,2
ET080027,1,5,-0.347642988,1.196907878,1,6,2
ET080028,1,5,1.240399957,3.650550127,1,6,2
ET080029,1,5,0.543492019,2.573776484,1,6,2
ET080030,1,5,1.680590034,4.330676079,1,6,2
ET080031,1,5,0.969889998,3.232592583,1,6,2
ET080032,1,5,0.825910985,3.010134459,1,6,2
ET080033,1,5,0.272240996,2.154673815,1,6,2
ET080034,1,5,0.583387017,2.635417223,1,6,2
ET080035,1,5,2.442869902,5.508453846,1,6,2
ET080036,1,5,1.727560043,4.403247833,1,6,2
ET080037,1,5,1.462579966,3.993834496,1,6,2
ET080038,1,5,2.180219889,5.102640629,1,6,2
ET080039,1,5,0.900056005,3.124693871,1,6,2
ET080040,1,5,1.691130042,4.346961021,1,6,2
ET080041,1,5,0.743247986,2.882414103,1,6,2
ET080042,1,5,0.712291002,2.834583282,1,6,2
ET080043,1,5,0.612074971,2.679742098,1,6,2
ET080045,1,5,0.847272992,3.043140173,1,6,2
ET080046,1,5,0.364681989,2.297502041,1,6,2
ET080047,1,5,-0.212011993,1.406467676,1,6,2
ET080049,1,5,-0.389219999,1.132668257,1,6,2
ET080050,1,5,0.660681009,2.754842043,1,6,2
ET080051,1,5,1.451099992,3.976097107,1,6,2
ET080052,1,5,2.055560112,4.910032272,1,6,2
ET080053,1,5,0.126619995,1.929678798,1,6,2
ET080054,1,5,0.300693005,2.198634386,1,6,2
ET080055,1,5,0.502719998,2.510780811,1,6,2
ET080056,1,5,0.038922898,1.794180393,1,6,2
ET080057,1,5,0.175503001,2.005206585,1,6,2
ET080058,1,5,1.290639997,3.728174686,1,6,2
ET080059,1,5,0.578091979,2.627235889,1,6,2
ET080060,1,5,0.455682993,2.438105106,1,6,2
ET080061,1,5,1.852640033,4.596505642,1,6,2
ET080062,1,5,0.781827986,2.942023039,1,6,2
ET080063,1,5,0.483384013,2.480905294,1,6,2
ET080065,1,5,0.78746599,2.950734138,1,6,2
ET080066,1,5,0.406421006,2.361991882,1,6,2
ET080067,1,5,2.403249979,5.447238445,1,6,2
ET080068,1,5,2.012559891,4.843593597,1,6,2
ET080069,1,5,-0.911104023,0.326319396,1,6,2
ET080070,1,5,1.172209978,3.545191765,1,6,2
ET080071,1,5,0.333463997,2.249267817,1,6,2
ET080072,1,5,0.97665298,3.243041754,1,6,2
ET080073,1,5,0.919219971,3.154303551,1,6,2
ET080074,1,5,0.968132019,3.22987628,1,6,2
ET080075,1,5,1.868409991,4.620871544,1,6,2
ET080076,1,5,1.899620056,4.669093132,1,6,2
ET080078,1,5,1.152119994,3.514151096,1,6,2
ET080079,1,5,1.685250044,4.337875843,1,6,2
ET080080,1,5,1.127410054,3.475972414,1,6,2
ET080081,1,5,0.478938013,2.47403574,1,6,2
ET080082,1,5,1.279109955,3.710359812,1,6,2
ET080083,1,5,1.297240019,3.738372087,1,6,2
ET080084,1,5,1.208950043,3.601957798,1,6,2
ET080085,1,5,0.753440976,2.89816308,1,6,2
ET080086,1,5,0.411568999,2.369945765,1,6,2
ET080087,1,5,0.155022994,1.973563433,1,6,2
ET080088,1,5,-0.576921999,0.842655003,1,6,2
ET080089,1,5,0.587508023,2.64178443,1,6,2
ET080090,1,5,2.199589968,5.132568836,1,6,2
ET080091,1,5,0.309603006,2.212400913,1,6,2
ET080092,1,5,0.650056005,2.738425732,1,6,2
ET080093,1,5,1.169749975,3.541390657,1,6,2
ET080094,1,5,-0.190504,1.439699054,1,6,2
ET080095,1,5,-1.378980041,-0.396583229,1,6,2
ET080096,1,5,0.840879023,3.033261061,1,6,2
ET080097,1,5,0.811456025,2.98780036,1,6,2
ET080098,1,5,0.239507005,2.104097366,1,6,2
ET080099,1,5,0.598885,2.659362793,1,6,2
ET080100,1,5,1.327280045,3.784786224,1,6,2
ET090001,1,5,0.348251998,2.272116423,1,6,2
ET090002,1,5,1.257349968,3.676739216,1,6,2
ET090003,1,5,-0.207067996,1.414106488,1,6,2
ET090004,1,5,0.756767988,2.903303385,1,6,2
ET090006,1,5,0.125836998,1.928468943,1,6,2
ET090007,1,5,0.693426013,2.805435419,1,6,2
ET090008,1,5,0.859134018,3.061466455,1,6,2
ET090009,1,5,0.102688,1.892702103,1,6,2
ET090010,1,5,0.427978992,2.395300388,1,6,2
ET090012,1,5,1.005409956,3.28747344,1,6,2
ET090013,1,5,-0.069883697,1.626066208,1,6,2
ET090014,1,5,-0.159825996,1.487098813,1,6,2
ET090017,1,5,0.316305995,2.222757578,1,6,2
ET090018,1,5,-0.042618699,1.668192625,1,6,2
ET090019,1,5,2.797189951,6.055904388,1,6,2
ET090020,1,5,0.910826981,3.141335726,1,6,2
ET090021,1,5,1.212309957,3.607149124,1,6,2
ET090022,1,5,-0.164686993,1.479588151,1,6,2
ET090023,1,5,0.171389997,1.998851657,1,6,2
ET090024,1,5,1.805209994,4.523222923,1,6,2
ET090025,1,5,0.132107005,1.938156605,1,6,2
ET090026,1,5,1.091860056,3.421045065,1,6,2
ET090027,1,5,-0.526363015,0.920772314,1,6,2
ET090028,1,5,0.390542001,2.337457657,1,6,2
ET090030,1,5,0.732214987,2.865367174,1,6,2
ET090031,1,5,-0.511402011,0.943888187,1,6,2
ET090033,1,5,0.101972997,1.89159739,1,6,2
ET090034,1,5,0.199404001,2.042135477,1,6,2
ET090035,1,5,-0.079117097,1.611799955,1,6,2
ET090036,1,5,0.713872015,2.837026119,1,6,2
ET090037,1,5,0.386813998,2.331697464,1,6,2
ET090038,1,5,0.88221401,3.097126722,1,6,2
ET090039,1,5,-1.72262001,-0.927532077,1,6,2
ET090040,1,5,0.199328005,2.042017937,1,6,2
ET090041,1,5,0.512387991,2.525718451,1,6,2
ET090042,1,5,0.0358181,1.789383173,1,6,2
ET090043,1,5,0.46954,2.459515333,1,6,2
ET090044,1,5,0.181660995,2.014721155,1,6,2
ET090045,1,5,1.860129952,4.60807848,1,6,2
ET090046,1,5,-0.035395499,1.679352999,1,6,2
ET090047,1,5,-1.08739996,0.053929292,1,6,2
ET090048,1,5,0.112242997,1.907465219,1,6,2
ET090049,1,5,-0.406482011,1.105997205,1,6,2
ET090050,1,5,0.646300018,2.732622385,1,6,2
ET090051,1,5,0.944558978,3.193454266,1,6,2
ET090052,1,5,1.013260007,3.29960227,1,6,2
ET090053,1,5,1.086820006,3.413257837,1,6,2
ET090054,1,5,0.297309995,2.193407297,1,6,2
ET090055,1,5,0.669641018,2.768685818,1,6,2
ET090056,1,5,0.711808026,2.833837032,1,6,2
ET090057,1,5,0.633085012,2.712204218,1,6,2
ET090058,1,5,0.158912003,1.979572296,1,6,2
ET090059,1,5,0.727985024,2.858831644,1,6,2
ET090060,1,5,1.137840033,3.492087603,1,6,2
ET090062,1,5,0.626945019,2.702717543,1,6,2
ET090063,1,5,-1.099949956,0.03453863,1,6,2
ET090065,1,5,0.418175012,2.380152464,1,6,2
ET090066,1,5,0.345191985,2.267388344,1,6,2
ET090067,1,5,1.609940052,4.221516609,1,6,2
ET090068,1,5,0.76751101,2.919902086,1,6,2
ET090069,1,5,1.957810044,4.759001255,1,6,2
ET090070,1,5,0.357827991,2.286911964,1,6,2
ET090072,1,5,1.514580011,4.074178219,1,6,2
ET090073,1,5,-0.582715988,0.833702862,1,6,2
ET090075,1,5,0.175959006,2.005911112,1,6,2
ET090076,1,5,0.934647977,3.178141117,1,6,2
ET090077,1,5,0.468522996,2.457943916,1,6,2
ET090078,1,5,0.096887097,1.883739233,1,6,2
ET090079,1,5,2.078510046,4.945491314,1,6,2
ET090080,1,5,0.325332999,2.236704826,1,6,2
ET090084,1,5,0.825165987,3.008983374,1,6,2
ET090085,1,5,1.805060029,4.52299118,1,6,2
ET090086,1,5,0.473212004,2.465188742,1,6,2
ET090087,1,5,0.576762974,2.625182629,1,6,2
ET090088,1,5,1.465970039,3.999072313,1,6,2
ET090089,1,5,-0.096394703,1.585104823,1,6,2
ET090090,1,5,1.153609991,3.516453266,1,6,2
ET090092,1,5,1.860460043,4.608588219,1,6,2
ET090093,1,5,1.766610026,4.463582993,1,6,2
ET090094,1,5,-0.00906119,1.720041394,1,6,2
ET090095,1,5,-0.254996985,1.340052724,1,6,2
ET090096,1,5,0.953539014,3.207329035,1,6,2
ET100003,1,5,1.319370031,3.77256465,1,6,2
ET100005,1,5,1.353729963,3.825653315,1,6,2
ET100010,1,5,2.325920105,5.327757835,1,6,2
ET100012,1,5,0.951664984,3.204433441,1,6,2
ET100015,1,5,1.472229958,4.00874424,1,6,2
ET100020,1,5,1.552620053,4.132953167,1,6,2
ET100021,1,5,2.474639893,5.557540894,1,6,2
ET100026,1,5,1.866889954,4.618523121,1,6,2
ET100031,1,5,1.783460021,4.489617825,1,6,2
ET100032,1,5,0.726713002,2.85686636,1,6,2
ET100033,1,5,0.41297999,2.372125864,1,6,2
ET100034,1,5,0.538995028,2.566828251,1,6,2
ET100035,1,5,0.880869985,3.095050097,1,6,2
ET100038,1,5,2.416800022,5.468173981,1,6,2
ET100042,1,5,0.218732998,2.072000027,1,6,2
ET100044,1,5,1.028630018,3.323350191,1,6,2
ET100046,1,5,0.430496991,2.399190903,1,6,2
ET100047,1,5,-0.403513998,1.110583067,1,6,2
ET100048,1,5,1.118999958,3.462978363,1,6,2
ET100049,1,5,0.715213001,2.839097977,1,6,2
ET100050,1,5,-0.558618009,0.870936036,1,6,2
ET100053,1,5,0.150216997,1.966137886,1,6,2
ET100057,1,5,1.36382997,3.841258526,1,6,2
ET100058,1,5,1.036870003,3.336081505,1,6,2
ET100059,1,5,0.430373013,2.398999453,1,6,2
ET100061,1,5,1.648190022,4.280615807,1,6,2
ET100062,1,5,0.620886981,2.693357468,1,6,2
ET100064,1,5,0.995131016,3.271591663,1,6,2
ET100065,1,5,2.580029964,5.720376492,1,6,2
ET100068,1,5,0.419454008,2.382128716,1,6,2
ET100071,1,5,1.447620034,3.970720291,1,6,2
ET100072,1,5,1.984949946,4.800934315,1,6,2
ET100073,1,5,2.509749889,5.611788273,1,6,2
ET100077,1,5,1.551869988,4.131793976,1,6,2
ET100079,1,5,1.735020041,4.414774418,1,6,2
ET100081,1,5,1.324130058,3.779919386,1,6,2
ET100084,1,5,2.678440094,5.872426987,1,6,2
ET100094,1,5,2.048609972,4.899293423,1,6,2
ET100095,1,5,0.74594599,2.886582613,1,6,2
ET100098,1,5,2.522979975,5.632229805,1,6,2
ET100099,1,5,1.556879997,4.13953495,1,6,2
ET100100,1,5,2.647579908,5.824746132,1,6,2
ET110001,1,5,0.845014989,3.039651394,1,6,2
ET110002,1,5,0.457170993,2.440404177,1,6,2
ET110003,1,5,-0.470578998,1.006962776,1,6,2
ET110004,1,5,1.220579982,3.619926929,1,6,2
ET110005,1,5,0.594437003,2.652490139,1,6,2
ET110006,1,5,0.478424996,2.473243237,1,6,2
ET110007,1,5,2.592679977,5.73992157,1,6,2
ET110008,1,5,1.100419998,3.434270859,1,6,2
ET110009,1,5,1.67414999,4.320725441,1,6,2
ET110011,1,5,0.293651015,2.187753916,1,6,2
ET110012,1,5,1.731070042,4.408671379,1,6,2
ET110013,1,5,0.543256998,2.573413372,1,6,2
ET110014,1,5,1.51493001,4.074718952,1,6,2
ET110015,1,5,0.812053978,2.988724232,1,6,2
ET110016,1,5,1.271090031,3.697968483,1,6,2
ET110017,1,5,0.817472994,2.997097015,1,6,2
ET110019,1,5,0.607980013,2.673415184,1,6,2
ET110020,1,5,0.908969998,3.138466597,1,6,2
ET110021,1,5,1.323840022,3.779471159,1,6,2
ET110022,1,5,1.149760008,3.510504723,1,6,2
ET110023,1,5,0.467415988,2.456233501,1,6,2
ET110024,1,5,0.806491017,2.980129242,1,6,2
ET110025,1,5,-0.61956197,0.776773155,1,6,2
ET110026,1,5,0.373661011,2.311375141,1,6,2
ET110027,1,5,0.0965349,1.883195162,1,6,2
ET110028,1,5,-0.652559996,0.725788772,1,6,2
ET110029,1,5,1.436939955,3.954218864,1,6,2
ET110030,1,5,1.157080054,3.521814823,1,6,2
ET110031,1,5,-0.177827001,1.459285975,1,6,2
ET110032,1,5,0.551159024,2.585622549,1,6,2
ET110033,1,5,0.201287001,2.045044661,1,6,2
ET110034,1,5,0.99496901,3.271341324,1,6,2
ET110035,1,5,0.587664008,2.642025471,1,6,2
ET110036,1,5,1.148219943,3.508125305,1,6,2
ET110037,1,5,-0.313297004,1.249974847,1,6,2
ET110038,1,5,0.247817993,2.116938591,1,6,2
ET110041,1,5,1.379369974,3.865268946,1,6,2
ET110043,1,5,0.406509995,2.362129211,1,6,2
ET110045,1,5,1.34168005,3.807035208,1,6,2
ET110047,1,5,1.02531004,3.318220615,1,6,2
ET110048,1,5,0.814657986,2.992747784,1,6,2
ET110049,1,5,0.477871001,2.472387314,1,6,2
ET110051,1,5,1.471840024,4.008141994,1,6,2
ET110052,1,5,1.76157999,4.455811501,1,6,2
ET110053,1,5,0.382344007,2.324790955,1,6,2
ET110054,1,5,0.511352003,2.524117708,1,6,2
ET110055,1,5,1.200299978,3.588592768,1,6,2
ET110056,1,5,1.750049949,4.437996387,1,6,2
ET110059,1,5,-0.918464005,0.314947665,1,6,2
ET110061,1,5,1.774799943,4.476237297,1,6,2
ET110062,1,5,0.532755971,2.557188511,1,6,2
ET110063,1,5,0.455401987,2.437670946,1,6,2
ET110065,1,5,1.357349992,3.831246376,1,6,2
ET110066,1,5,0.273716986,2.156954288,1,6,2
ET110067,1,5,0.799646974,2.969554663,1,6,2
ET110068,1,5,0.59059,2.646546364,1,6,2
ET110069,1,5,0.429141015,2.397095919,1,6,2
ET110070,1,5,0.327372998,2.23985672,1,6,2
ET110071,1,5,1.166470051,3.536323071,1,6,2
ET110072,1,5,1.629349947,4.251506329,1,6,2
ET110073,1,5,0.616074026,2.685920954,1,6,2
ET110074,1,5,0.35404399,2.281065464,1,6,2
ET110075,1,5,0.631621003,2.709942102,1,6,2
ET110076,1,5,1.325510025,3.782051325,1,6,2
ET110077,1,5,0.301010013,2.199124098,1,6,2
ET110078,1,5,-0.107322998,1.568219781,1,6,2
ET110079,1,5,0.525057971,2.545294523,1,6,2
ET110081,1,5,1.474740028,4.012622833,1,6,2
ET110082,1,5,2.009059906,4.838185787,1,6,2
ET110083,1,5,1.44046998,3.959672928,1,6,2
ET110084,1,5,0.345964998,2.268582821,1,6,2
ET110085,1,5,1.496019959,4.045501709,1,6,2
ET110086,1,5,1.610209942,4.221933365,1,6,2
ET110088,1,5,1.414549947,3.919624567,1,6,2
ET110089,1,5,0.83592099,3.025600672,1,6,2
ET110091,1,5,1.284190059,3.718209028,1,6,2
ET110092,1,5,-0.642044008,0.74203676,1,6,2
ET110093,1,5,1.473930001,4.011371136,1,6,2
ET110094,1,5,1.650519967,4.28421545,1,6,2
ET110098,1,5,0.444748998,2.421211243,1,6,2
ET110099,1,5,0.824477017,3.007918835,1,6,2
ET110100,1,5,1.689129949,4.34387064,1,6,2
ET171001,0,2,0.665651023,3.002531052,1,1,3
ET171002,0,2,0.760843992,3.15716362,1,1,3
ET171003,0,2,1.123180032,3.745746613,1,1,3
ET171005,0,2,0.651308,2.979232073,1,1,3
ET171006,0,2,-0.52581197,1.067103982,1,1,3
ET171007,0,2,0.580511987,2.864230156,1,1,3
ET171008,0,2,0.409316003,2.586137295,1,1,3
ET171009,0,2,0.913999021,3.405950546,1,1,3
ET171010,0,2,1.06735003,3.655055761,1,1,3
ET171011,0,2,0.893622994,3.372851372,1,1,3
ET171012,0,2,0.650354981,2.977684021,1,1,3
ET171013,0,2,0.682025015,3.029129028,1,1,3
ET171014,0,2,0.302771986,2.41306591,1,1,3
ET171015,0,2,0.797486007,3.216685295,1,1,3
ET171016,0,2,0.80370599,3.226789236,1,1,3
ET171017,0,2,0.318208992,2.438142061,1,1,3
ET171018,0,2,-0.092149302,1.771550894,1,1,3
ET171019,0,2,-0.991397977,0.310800433,1,1,3
ET171020,0,2,0.820948005,3.254797459,1,1,3
ET171021,0,2,0.967866004,3.493452787,1,1,3
ET171022,0,2,-0.273319006,1.477256656,1,1,3
ET171023,0,2,0.231698006,2.297612429,1,1,3
ET171024,0,2,0.758225977,3.152910948,1,1,3
ET171025,0,2,0.610751987,2.913352251,1,1,3
ET171026,0,2,0.69679898,3.053128242,1,1,3
ET171027,0,2,0.488085002,2.714090586,1,1,3
ET171028,0,2,0.839973986,3.285703421,1,1,3
ET171029,0,2,0.78650701,3.19885087,1,1,3
ET171030,0,2,-0.66367197,0.843162537,1,1,3
ET171031,0,2,0.589429975,2.878716707,1,1,3
ET171032,0,2,0.052101299,2.005873442,1,1,3
ET171033,0,2,1.126700044,3.751464605,1,1,3
ET171034,0,2,0.330882013,2.458728075,1,1,3
ET171035,0,2,0.740272999,3.123747826,1,1,3
ET171036,0,2,0.179895997,2.213464737,1,1,3
ET171037,0,2,0.401531011,2.573491335,1,1,3
ET171038,0,2,0.621878982,2.93142724,1,1,3
ET171039,0,2,0.507785022,2.746091604,1,1,3
ET171040,0,2,-0.097982898,1.762074828,1,1,3
ET171041,0,2,0.262717992,2.348001719,1,1,3
ET171042,0,2,0.772494972,3.176089764,1,1,3
ET171043,0,2,0.789107025,3.203074455,1,1,3
ET171044,0,2,0.641897023,2.963944674,1,1,3
ET171045,0,2,0.839365005,3.284714222,1,1,3
ET171046,0,2,0.0262789,1.96392715,1,1,3
ET171047,0,2,0.871077001,3.336227417,1,1,3
ET171048,0,2,0.115463004,2.108798981,1,1,3
ET171049,0,2,0.959405005,3.479708672,1,1,3
ET171050,0,2,0.529902995,2.78202033,1,1,3
ET181001,0,2,-0.222503006,1.559802771,1,1,3
ET181002,0,2,-0.240053996,1.531292796,1,1,3
ET181003,0,2,0.546949983,2.809711695,1,1,3
ET181004,0,2,0.742420018,3.127235413,1,1,3
ET181005,0,2,-0.456896991,1.179050326,1,1,3
ET181006,0,2,-0.995169997,0.304673135,1,1,3
ET181007,0,2,-1.174479961,0.013399838,1,1,3
ET181008,0,2,0.578674018,2.86124444,1,1,3
ET181009,0,2,-0.365588009,1.327373743,1,1,3
ET181010,0,2,-1.368600011,-0.301931143,1,1,3
ET181011,0,2,0.359575003,2.505337477,1,1,3
ET181012,0,2,-0.266645014,1.488098025,1,1,3
ET181013,0,2,0.609088004,2.9106493,1,1,3
ET181014,0,2,-1.330019951,-0.23926121,1,1,3
ET181015,0,2,0.346462995,2.484038115,1,1,3
ET181016,0,2,-0.152667999,1.673243642,1,1,3
ET181017,0,2,0.508283973,2.746901989,1,1,3
ET181018,0,2,0.271723986,2.362631083,1,1,3
ET181019,0,2,0.707140028,3.069926262,1,1,3
ET181020,0,2,0.520038009,2.765995502,1,1,3
ET181021,0,2,0.656367004,2.987449884,1,1,3
ET181022,0,2,-0.118106999,1.729384899,1,1,3
ET181023,0,2,0.052871201,2.007123947,1,1,3
ET181024,0,2,0.717885971,3.087382078,1,1,3
ET181025,0,2,0.422618002,2.607745171,1,1,3
ET181026,0,2,0.858410001,3.315651178,1,1,3
ET181027,0,2,0.579941988,2.863304138,1,1,3
ET181028,0,2,0.636059999,2.954463005,1,1,3
ET181029,0,2,0.390947998,2.556300163,1,1,3
ET181030,0,2,0.464356989,2.675546646,1,1,3
ET181031,0,2,0.367996007,2.519016504,1,1,3
ET181032,0,2,0.221872002,2.28165102,1,1,3
ET181033,0,2,0.110570997,2.100852251,1,1,3
ET181034,0,2,0.919323027,3.414598942,1,1,3
ET181035,0,2,0.338598996,2.471263647,1,1,3
ET181036,0,2,0.091090299,2.069207668,1,1,3
ET181037,0,2,-0.989578009,0.313756824,1,1,3
ET181038,0,2,0.00229344,1.924964905,1,1,3
ET181039,0,2,0.688154995,3.039086819,1,1,3
ET181040,0,2,0.381464005,2.54089427,1,1,3
ET181041,0,2,0.020859901,1.955124497,1,1,3
ET181042,0,2,-0.693428993,0.794824898,1,1,3
ET181043,0,2,0.234907001,2.302825212,1,1,3
ET181044,0,2,1.34205997,4.101297855,1,1,3
ET181045,0,2,0.627992988,2.941358805,1,1,3
ET181046,0,2,0.205381006,2.254862785,1,1,3
ET181047,0,2,0.544758976,2.806152582,1,1,3
ET181048,0,2,0.818365991,3.250603199,1,1,3
ET181049,0,2,0.812325001,3.240790129,1,1,3
ET181050,0,2,0.258094996,2.34049201,1,1,3
ET191001,0,2,2.231709957,5.546456337,1,1,3
ET191002,0,2,0.535640001,2.791339636,1,1,3
ET191003,0,2,0.115433,2.108750105,1,1,3
ET191004,0,2,0.876403987,3.344880819,1,1,3
ET191005,0,2,0.542635024,2.802702427,1,1,3
ET191006,0,2,1.822180033,4.881210804,1,1,3
ET191007,0,2,0.034673199,1.977563024,1,1,3
ET191008,0,2,1.432109952,4.247576237,1,1,3
ET191009,0,2,0.837750971,3.282092333,1,1,3
ET191010,0,2,0.031716298,1.972759724,1,1,3
ET191011,0,2,1.151919961,3.792432308,1,1,3
ET191012,0,2,2.080379963,5.300633907,1,1,3
ET191013,0,2,0.793689013,3.210517406,1,1,3
ET191014,0,2,0.111441001,2.102265596,1,1,3
ET191015,0,2,1.254080057,3.958382368,1,1,3
ET191016,0,2,0.806411982,3.231184959,1,1,3
ET191017,0,2,-0.580667019,0.977996826,1,1,3
ET191018,0,2,0.576148987,2.857142925,1,1,3
ET191019,0,2,1.766929984,4.791461945,1,1,3
ET191020,0,2,0.688960016,3.040394545,1,1,3
ET191021,0,2,0.877362013,3.346436977,1,1,3
ET191022,0,2,0.100088,2.083823681,1,1,3
ET191023,0,2,0.333676994,2.46326828,1,1,3
ET191024,0,2,-1.04452002,0.224508345,1,1,3
ET191025,0,2,-0.080844998,1.789913774,1,1,3
ET191026,0,2,-0.234158993,1.54086864,1,1,3
ET191027,0,2,-0.00245841,1.917245984,1,1,3
ET191028,0,2,-0.551581025,1.025244474,1,1,3
ET191029,0,2,1.320690036,4.066584587,1,1,3
ET191030,0,2,1.408660054,4.2094841,1,1,3
ET191031,0,2,1.674890041,4.641951084,1,1,3
ET191032,0,2,0.491248995,2.719230175,1,1,3
ET191033,0,2,1.597149968,4.515669346,1,1,3
ET191034,0,2,0.937920988,3.444809675,1,1,3
ET191035,0,2,1.10521996,3.716572285,1,1,3
ET191036,0,2,0.528346002,2.779491186,1,1,3
ET191037,0,2,1.751680017,4.766689777,1,1,3
ET191038,0,2,0.906333983,3.393499374,1,1,3
ET191039,0,2,0.835861981,3.279023886,1,1,3
ET191040,0,2,0.946850002,3.459314108,1,1,3
ET191041,0,2,1.057579994,3.63918519,1,1,3
ET191042,0,2,0.55351001,2.820367813,1,1,3
ET191043,0,2,1.593880057,4.51035738,1,1,3
ET191044,0,2,1.54381001,4.429023266,1,1,3
ET191045,0,2,0.270534992,2.360699654,1,1,3
ET191046,0,2,1.881399989,4.977408409,1,1,3
ET191047,0,2,0.519357979,2.764890909,1,1,3
ET191048,0,2,-0.795261979,0.629406154,1,1,3
ET191049,0,2,1.097800016,3.704519033,1,1,3
ET191050,0,2,-0.00480665,1.913431406,1,1,3
ET191051,0,2,0.711821973,3.077531576,1,1,3
ET201001,0,2,0.777945995,3.184944391,1,1,3
ET201002,0,2,0.583738029,2.869470596,1,1,3
ET201003,0,2,0.223526001,2.284337759,1,1,3
ET201004,0,2,-0.621133029,0.912263334,1,1,3
ET201005,0,2,0.900536001,3.384081125,1,1,3
ET201006,0,2,1.006410003,3.556064129,1,1,3
ET201007,0,2,0.280411005,2.376742363,1,1,3
ET201008,0,2,0.823822975,3.259467363,1,1,3
ET201009,0,2,-0.026838301,1.877642989,1,1,3
ET201010,0,2,-0.391808987,1.284780145,1,1,3
ET201011,0,2,1.040400028,3.611277819,1,1,3
ET201012,0,2,1.331439972,4.084046841,1,1,3
ET201013,0,2,0.541931987,2.801560402,1,1,3
ET201014,0,2,0.853034019,3.306918144,1,1,3
ET201015,0,2,0.587143004,2.875001669,1,1,3
ET201016,0,2,-0.0279273,1.875873923,1,1,3
ET201017,0,2,0.0406476,1.987267852,1,1,3
ET201018,0,2,2.275110006,5.616955757,1,1,3
ET201019,0,2,0.767211974,3.167507887,1,1,3
ET201020,0,2,0.986666024,3.523991823,1,1,3
ET201021,0,2,0.721072972,3.092559099,1,1,3
ET201022,0,2,1.2579,3.96458745,1,1,3
ET201023,0,2,1.030779958,3.595650911,1,1,3
ET201024,0,2,-0.149093002,1.679050922,1,1,3
ET201025,0,2,0.75425899,3.14646697,1,1,3
ET201026,0,2,0.277864009,2.372605085,1,1,3
ET201027,0,2,-1.074959993,0.175061285,1,1,3
ET201028,0,2,0.451279998,2.654304028,1,1,3
ET201029,0,2,0.369441986,2.521365404,1,1,3
ET201030,0,2,0.507477999,2.745592833,1,1,3
ET201031,0,2,0.261530995,2.346073627,1,1,3
ET201032,0,2,0.726306021,3.101059675,1,1,3
ET201033,0,2,0.298406005,2.405973673,1,1,3
ET201034,0,2,0.590187013,2.87994647,1,1,3
ET201035,0,2,0.914354026,3.406527281,1,1,3
ET201036,0,2,0.449290007,2.651071548,1,1,3
ET201037,0,2,0.455648988,2.661401272,1,1,3
ET201038,0,2,1.193279982,3.859617949,1,1,3
ET201039,0,2,0.730395019,3.107702017,1,1,3
ET201040,0,2,0.456934005,2.663488626,1,1,3
ET201041,0,2,0.141727,2.151462555,1,1,3
ET201042,0,2,0.323841006,2.447290659,1,1,3
ET201043,0,2,0.798976004,3.219105721,1,1,3
ET201044,0,2,0.558376014,2.828272104,1,1,3
ET201045,0,2,2.29437995,5.648258209,1,1,3
ET201046,0,2,0.135449007,2.141264439,1,1,3
ET201047,0,2,0.674867988,3.017503262,1,1,3
ET201048,0,2,0.604566991,2.903305292,1,1,3
ET201049,0,2,0.037243001,1.981737375,1,1,3
ET201050,0,2,-0.373535007,1.314464569,1,1,3
ET171001,0,3,0.032606602,1.974205971,1,2,3
ET171002,0,3,1.182180047,3.841587067,1,2,3
ET171003,0,3,0.750724018,3.140724659,1,2,3
ET171005,0,3,-1.399389982,-0.351946741,1,2,3
ET171006,0,3,0.613020003,2.917036533,1,2,3
ET171007,0,3,0.474157006,2.691465855,1,2,3
ET171008,0,3,0.509841979,2.749433041,1,2,3
ET171009,0,3,1.222980022,3.90786314,1,2,3
ET171010,0,3,-0.0613425,1.821593881,1,2,3
ET171011,0,3,1.21528995,3.895371199,1,2,3
ET171012,0,3,0.262647986,2.347887993,1,2,3
ET171013,0,3,-0.159471005,1.662192702,1,2,3
ET171014,0,3,1.374670029,4.154270172,1,2,3
ET171015,0,3,0.517298996,2.761546135,1,2,3
ET171016,0,3,0.142908007,2.153380871,1,2,3
ET171017,0,3,0.134847,2.140286446,1,2,3
ET171018,0,3,1.508430004,4.371551514,1,2,3
ET171019,0,3,0.965817988,3.490125895,1,2,3
ET171020,0,3,1.313140035,4.054319859,1,2,3
ET171021,0,3,0.095005497,2.075567484,1,2,3
