childid,yc,round,theta_eap,ppvt_score,country,group,language
IN170075,1,5,0.344606012,2.081933737,2,12,4
IN170076,1,5,-0.180156007,1.305094838,2,12,4
IN170077,1,5,0.866214991,2.854104996,2,12,4
IN170078,1,5,-0.136788994,1.369293809,2,12,4
IN170079,1,5,-0.742648005,0.472401947,2,12,4
IN170080,1,5,0.963891029,2.998701096,2,12,4
IN170081,1,5,0.32891801,2.05870986,2,12,4
IN170082,1,5,1.155110002,3.281774759,2,12,4
IN170083,1,5,0.842233002,2.8186028,2,12,4
IN170084,1,5,-0.073720299,1.462658525,2,12,4
IN170086,1,5,-0.579612017,0.713754535,2,12,4
IN170087,1,5,0.784575999,2.733249426,2,12,4
IN170088,1,5,-2.761640072,-2.516441345,2,12,4
IN170089,1,5,0.789995015,2.741271496,2,12,4
IN170091,1,5,0.70847398,2.620590687,2,12,4
IN170092,1,5,1.512120008,3.810279608,2,12,4
IN170093,1,5,0.349858999,2.089709997,2,12,4
IN170094,1,5,0.42216301,2.196746349,2,12,4
IN170095,1,5,-0.0157454,1.548482418,2,12,4
IN170096,1,5,0.448956996,2.236411095,2,12,4
IN170097,1,5,0.454337001,2.244375467,2,12,4
IN170098,1,5,1.535380006,3.844712734,2,12,4
IN170099,1,5,1.807899952,4.248141289,2,12,4
IN170100,1,5,0.905552983,2.912339449,2,12,4
IN180001,1,5,0.844532013,2.822006226,2,12,4
IN180002,1,5,0.414445996,2.185322285,2,12,4
IN180003,1,5,-0.078275897,1.455914497,2,12,4
IN180004,1,5,1.118559957,3.227667332,2,12,4
IN180005,1,5,-0.738672018,0.478287846,2,12,4
IN180006,1,5,0.0132802,1.59145093,2,12,4
IN180007,1,5,-0.38715601,0.998659492,2,12,4
IN180008,1,5,1.123170018,3.234491825,2,12,4
IN180009,1,5,0.439680994,2.222679377,2,12,4
IN180010,1,5,0.227047995,1.907905102,2,12,4
IN180011,1,5,1.056769967,3.13619566,2,12,4
IN180012,1,5,1.366340041,3.59447217,2,12,4
IN180013,1,5,1.524479985,3.828576803,2,12,4
IN180014,1,5,0.879221976,2.873359919,2,12,4
IN180015,1,5,-0.424477011,0.943410873,2,12,4
IN180016,1,5,1.009879947,3.066781282,2,12,4
IN180017,1,5,1.856240034,4.319702625,2,12,4
IN180018,1,5,0.697697997,2.604638338,2,12,4
IN180019,1,5,-0.227041006,1.235687971,2,12,4
IN180020,1,5,1.124840021,3.236964226,2,12,4
IN180021,1,5,-0.083014302,1.448899984,2,12,4
IN180022,1,5,0.0742447,1.681700587,2,12,4
IN180023,1,5,-0.417133003,0.954282641,2,12,4
IN180024,1,5,1.265540004,3.445251226,2,12,4
IN180025,1,5,0.675747991,2.572144508,2,12,4
IN180027,1,5,0.622419,2.493198156,2,12,4
IN180028,1,5,0.172475994,1.827118635,2,12,4
IN180030,1,5,0.951385021,2.980187654,2,12,4
IN180031,1,5,0.671773016,2.566260099,2,12,4
IN180032,1,5,0.118306004,1.746927381,2,12,4
IN180033,1,5,-0.287878007,1.145627141,2,12,4
IN180034,1,5,-0.223550007,1.240855932,2,12,4
IN180035,1,5,0.976742029,3.017725229,2,12,4
IN180036,1,5,0.0278675,1.613045454,2,12,4
IN180038,1,5,-0.310779005,1.11172533,2,12,4
IN180039,1,5,-1.288820028,-0.336131513,2,12,4
IN180040,1,5,0.942822993,2.967512608,2,12,4
IN180041,1,5,-0.969263017,0.136929214,2,12,4
IN180042,1,5,-1.114689946,-0.078355588,2,12,4
IN180043,1,5,0.969380975,3.00682807,2,12,4
IN180044,1,5,1.162289977,3.292403698,2,12,4
IN180045,1,5,1.081099987,3.172212839,2,12,4
IN180046,1,5,0.480565995,2.283204079,2,12,4
IN180047,1,5,-0.397392988,0.98350507,2,12,4
IN180048,1,5,-1.176550031,-0.169931039,2,12,4
IN180049,1,5,0.426963001,2.203852177,2,12,4
IN180050,1,5,-1.226230025,-0.243475512,2,12,4
IN180051,1,5,0.246975005,1.937404275,2,12,4
IN180052,1,5,0.859812021,2.844626188,2,12,4
IN180053,1,5,-0.388844013,0.996160626,2,12,4
IN180054,1,5,0.379860014,2.134122372,2,12,4
IN180055,1,5,0.683678985,2.583885193,2,12,4
IN180056,1,5,0.208477005,1.880413294,2,12,4
IN180057,1,5,0.954872012,2.985349655,2,12,4
IN180058,1,5,0.429677993,2.207871199,2,12,4
IN180059,1,5,0.561977029,2.403722048,2,12,4
IN180060,1,5,0.899631977,2.903574228,2,12,4
IN180061,1,5,-0.225821003,1.237494111,2,12,4
IN180062,1,5,0.907577991,2.915337324,2,12,4
IN180063,1,5,-0.174924999,1.312838674,2,12,4
IN180064,1,5,0.093594797,1.710345745,2,12,4
IN180065,1,5,0.222951993,1.901841521,2,12,4
IN180066,1,5,0.347582012,2.086339235,2,12,4
IN180067,1,5,-0.288673013,1.144450188,2,12,4
IN180068,1,5,0.496731013,2.307134151,2,12,4
IN180069,1,5,0.127710998,1.760850191,2,12,4
IN180070,1,5,-0.267681003,1.175526023,2,12,4
IN180071,1,5,0.306306988,2.025237322,2,12,4
IN180072,1,5,0.215825006,1.891290903,2,12,4
IN180073,1,5,0.131284997,1.766140938,2,12,4
IN180074,1,5,0.457500011,2.249058008,2,12,4
IN180075,1,5,1.438809991,3.701754093,2,12,4
IN180076,1,5,1.468809962,3.746164799,2,12,4
IN180077,1,5,0.535085022,2.363912106,2,12,4
IN180079,1,5,0.759279013,2.695800781,2,12,4
IN180080,1,5,-0.620769978,0.652825773,2,12,4
IN180081,1,5,1.295160055,3.489099741,2,12,4
IN180082,1,5,0.596387029,2.454661369,2,12,4
IN180083,1,5,-0.070376404,1.46760869,2,12,4
IN180084,1,5,1.223399997,3.382868767,2,12,4
IN180085,1,5,0.368755013,2.117682934,2,12,4
IN180086,1,5,0.121716999,1.751976848,2,12,4
IN180087,1,5,-0.719102979,0.507257164,2,12,4
IN180088,1,5,0.893342018,2.894262791,2,12,4
IN180089,1,5,-0.033105802,1.522782683,2,12,4
IN180090,1,5,0.608016014,2.471876383,2,12,4
IN180091,1,5,0.480441004,2.283019066,2,12,4
IN180093,1,5,-0.353673011,1.048226595,2,12,4
IN180094,1,5,0.836659014,2.810351372,2,12,4
IN180095,1,5,-1.122499943,-0.089917228,2,12,4
IN180096,1,5,1.379169941,3.613465071,2,12,4
IN180097,1,5,0.124490999,1.756083369,2,12,4
IN180098,1,5,0.099821098,1.719562888,2,12,4
IN180099,1,5,0.771272004,2.713554621,2,12,4
IN180100,1,5,-0.340846002,1.067215204,2,12,4
IN190001,1,5,1.822639942,4.269961834,2,12,4
IN190002,1,5,-0.388096005,0.997267962,2,12,4
IN190003,1,5,0.227706999,1.908880591,2,12,4
IN190004,1,5,0.947934985,2.975080252,2,12,4
IN190005,1,5,0.664238989,2.555106878,2,12,4
IN190006,1,5,0.352362007,2.093415499,2,12,4
IN190007,1,5,0.119648002,1.748914003,2,12,4
IN190008,1,5,-0.390424997,0.99382025,2,12,4
IN190009,1,5,0.79361999,2.746637821,2,12,4
IN190010,1,5,-0.163214996,1.330173731,2,12,4
IN190011,1,5,-0.861208022,0.296889931,2,12,4
IN190012,1,5,-2.307559967,-1.844237566,2,12,4
IN190013,1,5,0.779577971,2.725850582,2,12,4
IN190014,1,5,0.873989999,2.865614653,2,12,4
IN190015,1,5,0.627076983,2.500093699,2,12,4
IN190016,1,5,0.734822989,2.65959692,2,12,4
IN190017,1,5,0.451595008,2.240316391,2,12,4
IN190018,1,5,0.40348199,2.169091702,2,12,4
IN190020,1,5,0.759965003,2.696816206,2,12,4
IN190021,1,5,0.307792008,2.027435541,2,12,4
IN190022,1,5,-0.283187985,1.152570009,2,12,4
IN190023,1,5,0.409729987,2.178340912,2,12,4
IN190024,1,5,0.104188003,1.726027489,2,12,4
IN190025,1,5,-0.123567,1.388867259,2,12,4
IN190026,1,5,-0.358765006,1.040688515,2,12,4
IN190027,1,5,0.593885005,2.450957298,2,12,4
IN190029,1,5,1.640699983,4.000624657,2,12,4
IN190030,1,5,1.629070044,3.983408213,2,12,4
IN190031,1,5,0.042581901,1.634828091,2,12,4
IN190032,1,5,0.979152977,3.021294355,2,12,4
IN190033,1,5,0.412146986,2.181918859,2,12,4
IN190034,1,5,0.724842012,2.644821405,2,12,4
IN190035,1,5,0.604148984,2.466151714,2,12,4
IN190036,1,5,1.649559975,4.01374054,2,12,4
IN190037,1,5,1.183200002,3.323358059,2,12,4
IN190038,1,5,1.108399987,3.212626934,2,12,4
IN190039,1,5,0.00853996,1.584433675,2,12,4
IN190040,1,5,1.403259993,3.649127007,2,12,4
IN190041,1,5,0.969265997,3.006657839,2,12,4
IN190042,1,5,1.981789947,4.505561829,2,12,4
IN190043,1,5,-0.125551999,1.38592875,2,12,4
IN190044,1,5,-0.17374,1.314592957,2,12,4
IN190045,1,5,0.615563989,2.483050108,2,12,4
IN190046,1,5,1.561959982,3.88406086,2,12,4
IN190047,1,5,0.598488986,2.45777297,2,12,4
IN190049,1,5,0.486126006,2.291434765,2,12,4
IN190050,1,5,-0.70165801,0.533082068,2,12,4
IN190051,1,5,1.299690008,3.49580574,2,12,4
IN190052,1,5,0.43026799,2.208744526,2,12,4
IN190053,1,5,-0.0149629,1.549640775,2,12,4
IN190054,1,5,0.582107008,2.433521748,2,12,4
IN190055,1,5,0.555826008,2.394616127,2,12,4
IN190056,1,5,0.527963996,2.35337019,2,12,4
IN190057,1,5,-0.116956003,1.398653865,2,12,4
IN190058,1,5,0.025210399,1.609111905,2,12,4
IN190059,1,5,1.052520037,3.12990427,2,12,4
IN190060,1,5,0.326252997,2.054764509,2,12,4
IN190061,1,5,1.276929975,3.462112665,2,12,4
IN190062,1,5,0.77768302,2.723045349,2,12,4
IN190063,1,5,0.944525003,2.970032215,2,12,4
IN190064,1,5,1.361260056,3.586951971,2,12,4
IN190065,1,5,0.36106199,2.106294632,2,12,4
IN190066,1,5,0.787221014,2.737164974,2,12,4
IN190067,1,5,0.017435599,1.597602367,2,12,4
IN190068,1,5,0.766659975,2.706727266,2,12,4
IN190069,1,5,0.887296975,2.885313988,2,12,4
IN190070,1,5,-1.468250036,-0.601753235,2,12,4
IN190071,1,5,-0.286253989,1.148031235,2,12,4
IN190072,1,5,-1.120550036,-0.087030657,2,12,4
IN190073,1,5,0.811311007,2.772827148,2,12,4
IN190074,1,5,0.981742978,3.025128365,2,12,4
IN190075,1,5,-0.290978014,1.141037941,2,12,4
IN190076,1,5,0.613358021,2.479784489,2,12,4
IN190077,1,5,0.94214499,2.966508865,2,12,4
IN190078,1,5,0.077327102,1.68626368,2,12,4
IN190079,1,5,1.061570048,3.143301487,2,12,4
IN190080,1,5,0.776916981,2.72191143,2,12,4
IN190081,1,5,0.069601201,1.674826503,2,12,4
IN190082,1,5,0.669319987,2.562628746,2,12,4
IN190083,1,5,1.296560049,3.491172314,2,12,4
IN190084,1,5,-0.119080998,1.39550817,2,12,4
IN190085,1,5,-0.051306698,1.495838761,2,12,4
IN190086,1,5,0.354595989,2.096722603,2,12,4
IN190087,1,5,1.426180005,3.68305707,2,12,4
IN190088,1,5,0.073594198,1.680737615,2,12,4
IN190089,1,5,1.167219996,3.299701929,2,12,4
IN190090,1,5,-0.349619001,1.054227948,2,12,4
IN190091,1,5,1.843819976,4.301316261,2,12,4
IN190092,1,5,-1.254789948,-0.285754591,2,12,4
IN190093,1,5,0.199897006,1.867711663,2,12,4
IN190094,1,5,0.357248992,2.100649834,2,12,4
IN190095,1,5,0.307024002,2.026298761,2,12,4
IN190096,1,5,-2.119100094,-1.565248251,2,12,4
IN190097,1,5,1.561470032,3.88333559,2,12,4
IN190098,1,5,-0.38025701,1.008872509,2,12,4
IN190099,1,5,0.545446992,2.37925148,2,12,4
IN190100,1,5,1.157019973,3.284602165,2,12,4
IN200001,1,5,0.692193985,2.596490383,2,12,4
IN200002,1,5,0.328301013,2.057796478,2,12,4
IN200003,1,5,0.220149994,1.897693515,2,12,4
IN200004,1,5,0.914214015,2.925160885,2,12,4
IN200006,1,5,1.292410016,3.485028744,2,12,4
IN200007,1,5,0.787855983,2.738105059,2,12,4
IN200008,1,5,-0.210068002,1.26081419,2,12,4
IN200009,1,5,0.388841987,2.147418976,2,12,4
IN200010,1,5,-0.187085003,1.294837475,2,12,4
IN200011,1,5,0.906104028,2.913155317,2,12,4
IN200012,1,5,0.629562974,2.503773689,2,12,4
IN200013,1,5,0.914986014,2.926303864,2,12,4
IN200014,1,5,-0.512225986,0.813510418,2,12,4
IN200015,1,5,0.253636003,1.947265029,2,12,4
IN200016,1,5,0.39754799,2.160307169,2,12,4
IN200017,1,5,1.188619971,3.331381559,2,12,4
IN200018,1,5,0.691241026,2.59507966,2,12,4
IN200019,1,5,0.230216995,1.912596345,2,12,4
IN200020,1,5,0.701187015,2.609803438,2,12,4
IN200021,1,5,0.707513988,2.619169712,2,12,4
IN200022,1,5,0.804818988,2.763216496,2,12,4
IN200023,1,5,0.400059998,2.164025784,2,12,4
IN200024,1,5,0.821480989,2.787882328,2,12,4
IN200025,1,5,0.34601599,2.084021091,2,12,4
IN200026,1,5,0.308577001,2.028597593,2,12,4
IN200027,1,5,0.797133982,2.751839876,2,12,4
IN200028,1,5,0.50869298,2.324842215,2,12,4
IN200029,1,5,-0.299872994,1.127870202,2,12,4
IN200030,1,5,0.328851998,2.058612108,2,12,4
IN200031,1,5,1.305559993,3.504495382,2,12,4
IN200032,1,5,-0.116140001,1.399861932,2,12,4
IN200033,1,5,0.633872986,2.510154247,2,12,4
IN200034,1,5,1.266309977,3.446391106,2,12,4
IN200035,1,5,-0.153980002,1.343844891,2,12,4
IN200036,1,5,1.441779971,3.706150532,2,12,4
IN200038,1,5,0.325453997,2.053581715,2,12,4
IN200039,1,5,-1.381970048,-0.474027455,2,12,4
IN200040,1,5,0.524429023,2.34813714,2,12,4
IN200041,1,5,0.213741004,1.888205886,2,12,4
IN200042,1,5,0.93355,2.953785181,2,12,4
IN200043,1,5,0.804237008,2.762354851,2,12,4
IN200044,1,5,2.0353899,4.584909439,2,12,4
IN200045,1,5,0.296200991,2.010276556,2,12,4
IN200047,1,5,0.347918004,2.086836576,2,12,4
IN200048,1,5,0.01099,1.588060617,2,12,4
IN200049,1,5,0.828534007,2.798323393,2,12,4
IN200050,1,5,0.616002023,2.483698606,2,12,4
IN200051,1,5,0.807057977,2.766530991,2,12,4
IN200053,1,5,0.176376998,1.832893491,2,12,4
IN200054,1,5,0.695460021,2.601325512,2,12,4
IN200056,1,5,0.371185005,2.121280432,2,12,4
IN200057,1,5,1.463770032,3.738703966,2,12,4
IN200058,1,5,1.811660051,4.253707886,2,12,4
IN200060,1,5,0.676303983,2.572967529,2,12,4
IN200061,1,5,0.969812989,3.007467747,2,12,4
IN200062,1,5,0.774545014,2.718400002,2,12,4
IN200063,1,5,0.510814011,2.327982187,2,12,4
IN200064,1,5,-0.395254999,0.986670077,2,12,4
IN200065,1,5,0.227254003,1.908210039,2,12,4
IN200066,1,5,0.675554991,2.571858644,2,12,4
IN200067,1,5,1.010450006,3.067625284,2,12,4
IN200069,1,5,0.232756004,1.916355014,2,12,4
IN200070,1,5,0.0282801,1.613656163,2,12,4
IN200071,1,5,-1.295529962,-0.346064657,2,12,4
IN200072,1,5,-0.506285012,0.822305202,2,12,4
IN200074,1,5,-0.832692027,0.339103997,2,12,4
IN200075,1,5,0.753004014,2.686511517,2,12,4
IN200076,1,5,-1.468410015,-0.601990104,2,12,4
IN200077,1,5,1.236199975,3.401817322,2,12,4
IN200078,1,5,0.059446499,1.659793854,2,12,4
IN200080,1,5,0.445932001,2.231933117,2,12,4
IN200081,1,5,-1.908810019,-1.25394237,2,12,4
IN200082,1,5,0.978268981,3.019985676,2,12,4
IN200083,1,5,-0.230287999,1.230881333,2,12,4
IN200084,1,5,0.348708987,2.088007689,2,12,4
IN200085,1,5,0.598330021,2.457537651,2,12,4
IN200086,1,5,-0.899254024,0.240568012,2,12,4
IN200087,1,5,-1.000669956,0.090435505,2,12,4
IN200088,1,5,0.337000012,2.070674181,2,12,4
IN200091,1,5,0.473681003,2.273011684,2,12,4
IN200092,1,5,-0.754365981,0.455055058,2,12,4
IN200093,1,5,-1.712910056,-0.96393913,2,12,4
IN200094,1,5,-0.996680021,0.096342064,2,12,4
IN200096,1,5,-1.003559947,0.08615727,2,12,4
IN200098,1,5,0.156133994,1.80292654,2,12,4
IN200099,1,5,-0.393628001,0.989078641,2,12,4
IN200100,1,5,0.562101007,2.403905392,2,12,4
IN200101,1,5,0.00562021,1.580111265,2,12,4
IN200105,1,5,-0.794480979,0.395670265,2,12,4
PE011001,1,2,-1.753010035,-0.370737612,3,15,5
PE011002,1,2,-1.233610034,0.279382735,3,15,5
PE011003,1,2,-0.718192995,0.924517691,3,15,5
PE011004,1,2,-1.05332005,0.505047321,3,15,5
PE011005,1,2,-1.761070013,-0.380826086,3,15,5
PE011006,1,2,-1.715960026,-0.324363023,3,15,5
PE011007,1,2,-0.773441017,0.855365098,3,15,5
PE011008,1,2,-0.794699013,0.828756988,3,15,5
PE011009,1,2,-0.644472003,1.016792536,3,15,5
PE011010,1,2,-3.030550003,-1.969803333,3,15,5
PE011011,1,2,-2.494489908,-1.298829913,3,15,5
PE011012,1,2,-0.794574976,0.828912258,3,15,5
PE011013,1,2,-1.728379965,-0.339908749,3,15,5
PE011014,1,2,-1.724020004,-0.334451497,3,15,5
PE011015,1,2,-1.496979952,-0.05027099,3,15,5
PE011016,1,2,-1.506139994,-0.06173639,3,15,5
PE011017,1,2,-1.85800004,-0.502151072,3,15,5
PE011018,1,2,-2.458389997,-1.253644586,3,15,5
PE011019,1,2,-1.500139952,-0.054226287,3,15,5
PE011020,1,2,-0.735632002,0.902689695,3,15,5
PE011021,1,2,-1.065459967,0.489852071,3,15,5
PE011022,1,2,-1.372339964,0.10573785,3,15,5
PE011023,1,2,-1.071840048,0.4818663,3,15,5
PE011024,1,2,-1.006510019,0.56363827,3,15,5
PE011025,1,2,-0.929949999,0.659466624,3,15,5
PE011026,1,2,-1.574239969,-0.146975473,3,15,5
PE011027,1,2,-1.017079949,0.550408185,3,15,5
PE011028,1,2,-0.896845996,0.700902104,3,15,5
PE011029,1,2,-1.792160034,-0.419740707,3,15,5
PE011030,1,2,-0.748256028,0.886888564,3,15,5
PE011031,1,2,-0.83325702,0.780494869,3,15,5
PE011032,1,2,-0.503561974,1.193166137,3,15,5
PE011033,1,2,-1.568500042,-0.139790952,3,15,5
PE011034,1,2,-1.330129981,0.158571064,3,15,5
PE011035,1,2,-1.762279987,-0.38234058,3,15,5
PE011036,1,2,-3.027100086,-1.965485096,3,15,5
PE011037,1,2,-1.584699988,-0.16006802,3,15,5
PE011038,1,2,-0.60650301,1.064317346,3,15,5
PE011039,1,2,-2.321190119,-1.081914783,3,15,5
PE011040,1,2,-1.524410009,-0.084604524,3,15,5
PE011041,1,2,-0.779027998,0.848371983,3,15,5
PE011043,1,2,-2.158560038,-0.878354669,3,15,5
PE011045,1,2,-1.288419962,0.210778475,3,15,5
PE011046,1,2,-0.640241981,1.022087097,3,15,5
PE011047,1,2,-0.149090007,1.636850119,3,15,5
PE011048,1,2,-0.513889015,1.180240035,3,15,5
PE011049,1,2,0.551016986,2.513156891,3,15,5
PE011050,1,2,-0.96833998,0.61141479,3,15,5
PE011051,1,2,-0.875907004,0.727110922,3,15,5
PE011052,1,2,-0.422876,1.294158816,3,15,5
PE011053,1,2,-1.281790018,0.219077021,3,15,5
PE011054,1,2,-0.902467012,0.693866372,3,15,5
PE011055,1,2,-0.260037988,1.497979164,3,15,5
PE011056,1,2,0.041360799,1.875232697,3,15,5
PE011057,1,2,-1.333850026,0.153914765,3,15,5
PE011059,1,2,-0.709850013,0.934960425,3,15,5
PE011060,1,2,-1.288900018,0.2101776,3,15,5
PE011061,1,2,-0.714667022,0.928931057,3,15,5
PE011062,1,2,-0.131297007,1.659121156,3,15,5
PE011063,1,2,-2.545759916,-1.363003373,3,15,5
PE011064,1,2,-1.696419954,-0.299905181,3,15,5
PE011065,1,2,-1.688719988,-0.290267318,3,15,5
PE011066,1,2,-1.315389991,0.177020743,3,15,5
PE011067,1,2,-0.401151001,1.321351409,3,15,5
PE011068,1,2,-0.918560028,0.673723161,3,15,5
PE011069,1,2,-1.355530024,0.126778439,3,15,5
PE011070,1,2,-0.576614976,1.101727486,3,15,5
PE011071,1,2,-1.17881,0.347974598,3,15,5
PE011072,1,2,-0.992327988,0.581389606,3,15,5
PE011073,1,2,-0.927441001,0.662607074,3,15,5
PE011074,1,2,-0.433079988,1.281386733,3,15,5
PE011075,1,2,-2.378900051,-1.154148936,3,15,5
PE011076,1,2,-1.21855998,0.298220515,3,15,5
PE011077,1,2,-3.161350012,-2.133522511,3,15,5
PE011078,1,2,-3.040390015,-1.982119799,3,15,5
PE011079,1,2,-1.490929961,-0.042698365,3,15,5
PE011080,1,2,-0.185194999,1.591658354,3,15,5
PE011082,1,2,-3.003829956,-1.936358452,3,15,5
PE011083,1,2,-0.465117991,1.241285563,3,15,5
PE011084,1,2,-0.654411972,1.004350901,3,15,5
PE011085,1,2,-0.777333021,0.85049355,3,15,5
PE011086,1,2,-0.872178972,0.731777191,3,15,5
PE011087,1,2,-0.031267598,1.78432548,3,15,5
PE011088,1,2,-1.310529947,0.183103949,3,15,5
PE011089,1,2,-1.316830039,0.175218269,3,15,5
PE011090,1,2,-1.459560037,-0.003433392,3,15,5
PE011091,1,2,-1.244259953,0.266052485,3,15,5
PE011092,1,2,-0.708573997,0.936557591,3,15,5
PE011093,1,2,-0.658896983,0.998737097,3,15,5
PE011094,1,2,-1.457069993,-0.000316665,3,15,5
PE011095,1,2,-0.951442003,0.632565618,3,15,5
PE011096,1,2,-0.969431996,0.610047936,3,15,5
PE011097,1,2,-0.659458995,0.998033643,3,15,5
PE011098,1,2,-1.414440036,0.053042214,3,15,5
PE011099,1,2,-0.932579994,0.656174719,3,15,5
PE011100,1,2,-1.440629959,0.020260926,3,15,5
PE018001,0,2,0.703100026,2.70351553,3,13,5
PE018002,0,2,0.467916012,2.409141541,3,13,5
PE018003,0,2,0.340716988,2.249929667,3,13,5
PE018004,0,2,1.429239988,3.612407446,3,13,5
PE018005,0,2,1.496140003,3.696144581,3,13,5
PE018006,0,2,0.394106001,2.316755295,3,13,5
PE018007,0,2,0.834918976,2.868510246,3,13,5
PE018008,0,2,1.18908,3.31180501,3,13,5
PE018009,0,2,0.981971025,3.052571774,3,13,5
PE018010,0,2,0.37113601,2.288004398,3,13,5
PE018011,0,2,0.229215994,2.110366583,3,13,5
PE018012,0,2,1.630310059,3.86408186,3,13,5
PE018013,0,2,0.608726978,2.585391283,3,13,5
PE018015,0,2,0.280043989,2.173986673,3,13,5
PE018016,0,2,1.574849963,3.794663906,3,13,5
PE018017,0,2,-0.608314991,1.062049389,3,13,5
PE018018,0,2,1.060109973,3.15037632,3,13,5
PE018019,0,2,0.060337599,1.898985505,3,13,5
PE018020,0,2,1.514150023,3.718687057,3,13,5
PE018021,0,2,0.338881999,2.247632742,3,13,5
PE018022,0,2,-0.184498996,1.592529535,3,13,5
PE018023,0,2,0.152215004,2.013986111,3,13,5
PE018024,0,2,0.715066016,2.718493223,3,13,5
PE018025,0,2,1.094409943,3.19330883,3,13,5
PE018026,0,2,1.634559989,3.869401455,3,13,5
PE018027,0,2,1.527709961,3.735659838,3,13,5
PE018028,0,2,0.105300002,1.955263853,3,13,5
PE018029,0,2,0.747366011,2.758922338,3,13,5
PE018030,0,2,0.221623003,2.100862503,3,13,5
PE018031,0,2,1.586240053,3.808920622,3,13,5
PE018032,0,2,0.29835999,2.196912289,3,13,5
PE018033,0,2,0.63626498,2.619859695,3,13,5
PE018034,0,2,0.706834972,2.708190441,3,13,5
PE018035,0,2,0.579356015,2.54862833,3,13,5
PE018036,0,2,0.677405,2.671353817,3,13,5
PE018037,0,2,1.469290018,3.662537098,3,13,5
PE018038,0,2,0.608910024,2.585620165,3,13,5
PE018039,0,2,0.607253015,2.583546162,3,13,5
PE018040,0,2,0.965242982,3.031633615,3,13,5
PE018041,0,2,1.477190018,3.67242527,3,13,5
PE018042,0,2,1.021520019,3.102074146,3,13,5
PE018043,0,2,1.227200031,3.359518766,3,13,5
PE018044,0,2,-0.425363004,1.291045904,3,13,5
PE018045,0,2,0.114327997,1.96656394,3,13,5
PE018046,0,2,1.250640035,3.38885808,3,13,5
PE018047,0,2,0.304176003,2.204192162,3,13,5
PE018048,0,2,1.110239983,3.213122845,3,13,5
PE018049,0,2,0.136922002,1.994844317,3,13,5
PE018050,0,2,0.825709999,2.856983423,3,13,5
PE021001,1,2,-3.021790028,-1.958838701,3,15,5
PE021002,1,2,-1.385329962,0.08947859,3,15,5
PE021003,1,2,-1.520709991,-0.079973303,3,15,5
PE021004,1,2,-1.118149996,0.42390126,3,15,5
PE021005,1,2,-2.206370115,-0.938197434,3,15,5
PE021006,1,2,-1.414369941,0.053129952,3,15,5
PE021007,1,2,-0.732958019,0.906036675,3,15,5
PE021009,1,2,-1.660599947,-0.25507015,3,15,5
PE021010,1,2,-2.222219944,-0.958036244,3,15,5
PE021011,1,2,-1.481930017,-0.031433355,3,15,5
PE021012,1,2,-2.813630104,-1.69828999,3,15,5
PE021013,1,2,-1.985419989,-0.661639512,3,15,5
PE021014,1,2,-2.160109997,-0.88029474,3,15,5
PE021016,1,2,-1.611109972,-0.193124756,3,15,5
PE021018,1,2,-1.133759975,0.404362619,3,15,5
PE021019,1,2,-1.422690034,0.042715892,3,15,5
PE021020,1,2,-1.864910007,-0.510800064,3,15,5
PE021021,1,2,-1.025889993,0.539380848,3,15,5
PE021022,1,2,-0.752319992,0.881801784,3,15,5
PE021023,1,2,-2.056230068,-0.750270784,3,15,5
PE021024,1,2,-0.820959985,0.795886755,3,15,5
PE021026,1,2,-1.484050035,-0.034086928,3,15,5
PE021027,1,2,-1.544440031,-0.109675616,3,15,5
PE021028,1,2,-1.34592998,0.138794586,3,15,5
PE021029,1,2,-2.128580093,-0.840829551,3,15,5
PE021030,1,2,-1.437049985,0.024741892,3,15,5
PE021031,1,2,-1.577229977,-0.150717989,3,15,5
PE021032,1,2,-1.30964005,0.184217811,3,15,5
PE021033,1,2,-0.815729022,0.802434206,3,15,5
PE021034,1,2,-1.456400037,0.000521903,3,15,5
PE021035,1,2,-1.466899991,-0.012620634,3,15,5
PE021036,1,2,-2.057280064,-0.751585007,3,15,5
PE021037,1,2,-1.164469957,0.365923673,3,15,5
PE021038,1,2,-1.04697001,0.512995481,3,15,5
PE021039,1,2,-1.599900007,-0.179093525,3,15,5
PE021040,1,2,-1.319980025,0.171275511,3,15,5
PE021041,1,2,-2.758059978,-1.628734231,3,15,5
PE021042,1,2,-1.107480049,0.437256575,3,15,5
PE021043,1,2,-0.555198014,1.128534555,3,15,5
PE021044,1,2,-0.851015985,0.758266389,3,15,5
PE021045,1,2,-2.760639906,-1.631963372,3,15,5
PE021046,1,2,-1.614779949,-0.197718382,3,15,5
PE021047,1,2,-1.096469998,0.451037586,3,15,5
PE021048,1,2,-1.295459986,0.201966643,3,15,5
PE021049,1,2,-3.148629904,-2.117601156,3,15,5
PE021050,1,2,-1.535349965,-0.098297805,3,15,5
PE021051,1,2,-1.167700052,0.36188066,3,15,5
PE021052,1,2,-2.722870111,-1.584687948,3,15,5
PE021053,1,2,-2.496459961,-1.301295757,3,15,5
PE021054,1,2,-0.847395003,0.762798667,3,15,5
PE021055,1,2,-1.949620008,-0.616829515,3,15,5
PE021056,1,2,-2.136830091,-0.851155877,3,15,5
PE021058,1,2,-1.815039992,-0.44837901,3,15,5
PE021059,1,2,-1.02136004,0.545050859,3,15,5
PE021060,1,2,-1.109650016,0.43454048,3,15,5
PE021062,1,2,-1.24375999,0.266678274,3,15,5
